insee_com,REG,DEP,LIBGEO,LOG,RP,RSECOCC,LOGVAC,MAISON,APPART,RP_1P,RP_2P,RP_3P,RP_4P,RP_5PP,NBPI_RP,RPMAISON,NBPI_RPMAISON,RPAPPART,NBPI_RPAPPART,RP_ACHTOT,RP_ACH1919,RP_ACH1945,RP_ACH1970,RP_ACH1990,RP_ACH2005,RP_ACH2019,RPMAISON_ACH1919,RPMAISON_ACH1945,RPMAISON_ACH1970,RPMAISON_ACH1990,RPMAISON_ACH2005,RPMAISON_ACH2019,RPAPPART_ACH1919,RPAPPART_ACH1945,RPAPPART_ACH1970,RPAPPART_ACH1990,RPAPPART_ACH2005,RPAPPART_ACH2019,MEN,MEN_ANEM0002,MEN_ANEM0204,MEN_ANEM0509,MEN_ANEM10P,MEN_ANEM1019,MEN_ANEM2029,MEN_ANEM30P,PMEN,PMEN_ANEM0002,PMEN_ANEM0204,PMEN_ANEM0509,PMEN_ANEM10P,NBPI_RP_ANEM0002,NBPI_RP_ANEM0204,NBPI_RP_ANEM0509,NBPI_RP_ANEM10P,RP_PROP,RP_LOC,RP_LOCHLMV,RP_GRAT,NPER_RP,NPER_RP_PROP,NPER_RP_LOC,NPER_RP_LOCHLMV,NPER_RP_GRAT,ANEM_RP,ANEM_RP_PROP,ANEM_RP_LOC,ANEM_RP_LOCHLMV,ANEM_RP_GRAT,RP_CGAZV,RP_CFIOUL,RP_CELEC,RP_CGAZB,RP_CAUT,RP_ELEC,RP_EAUCH,RP_BDWC,RP_CHOS,RP_CLIM,RP_TTEGOU,RP_GARL,RP_VOIT1P,RP_VOIT1,RP_VOIT2P,RP_HABFOR,RP_CASE,RP_MIBOIS,RP_MIDUR,AN,RP_ACH19,RP_ACH45,RP_ACH70,RP_ACH90,RP_ACH05,RP_ACH18,RPMAISON_ACH19,RPMAISON_ACH45,RPMAISON_ACH70,RPMAISON_ACH90,RPMAISON_ACH05,RPMAISON_ACH18,RPAPPART_ACH19,RPAPPART_ACH45,RPAPPART_ACH70,RPAPPART_ACH90,RPAPPART_ACH05,RPAPPART_ACH18,RP_SDB,RP_CCCOLL,RP_CCIND,RP_CINDELEC,RP_ACH17,RPMAISON_ACH17,RPAPPART_ACH17,RP_ACH15,RPMAISON_ACH15,RPAPPART_ACH15,RP_ACH14,RPMAISON_ACH14,RPAPPART_ACH14,RP_ACH13,RPMAISON_ACH13,RPAPPART_ACH13,RP_ACH12,RPMAISON_ACH12,RPAPPART_ACH12,RP_ACH11,RPMAISON_ACH11,RPAPPART_ACH11,RP_ACH10,RPMAISON_ACH10,RPAPPART_ACH10,RP_LOCPRIV,Plog_RP,Plog_RS,Plog_VAC,Plog_RP_LOCHLM,Plog_RP_LOCPRIV,Plog_RP_LOC,Plog_RP_PROP,Plog_RP_GRAT,Prp_RP_LOCHLM,Prp_RP_LOCPRIV,Prp_RP_LOC,Prp_RP_PROP,Prp_RP_GRAT
34036,76,34,Le Bosc,778,621,94,63,699,58,3,38,96,199,286,2824,552,2613,50,139,600,91.0,26.0,40.0,141.0,147.0,155.0,78.0,20.0,30.0,128.0,143.0,131.0,13.0,6.0,10.0,11.0,2.0,8.0,621,48,123,130,320,154,75,91,1406,111,276,321,698,181,521,569,1552,467,144,0,10,1406,1082,312,0,12,9320,8236,1023,0,61,1.0,48.0,381.0,12.0,180.0,,,,,,,458,603,249,354,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,79.8,12.1,8.1,0.0,79.8,18.5,60.0,1.3,0.0,100.0,23.2,75.2,1.6
34037,76,34,Boujan-sur-Libron,1824,1650,74,99,1297,523,30,187,341,517,576,6809,1176,5495,471,1301,1597,148.0,54.0,168.0,451.0,354.0,421.0,119.0,44.0,145.0,411.0,260.0,180.0,29.0,11.0,23.0,41.0,94.0,238.0,1650,183,393,269,806,291,184,331,3328,364,800,555,1608,617,1375,1049,3768,956,669,133,25,3328,1997,1298,303,33,25522,21002,4247,960,273,345.0,47.0,1142.0,13.0,104.0,,,,,,,1387,1555,886,669,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517,90.5,4.1,5.4,7.3,83.2,36.7,52.4,1.4,8.1,91.9,40.5,57.9,1.5
34038,76,34,Le Bousquet-d'Orb,1134,821,132,180,769,359,7,63,198,286,267,3362,567,2541,249,803,803,121.0,131.0,237.0,161.0,93.0,60.0,95.0,82.0,134.0,115.0,77.0,51.0,26.0,48.0,103.0,45.0,16.0,9.0,821,106,162,145,409,177,86,145,1538,194,359,284,701,410,613,570,1769,473,333,122,15,1538,900,613,237,25,12620,9290,3146,1629,184,27.0,93.0,436.0,101.0,164.0,,,,,,,406,683,426,258,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,72.4,11.6,15.9,10.8,61.6,29.4,41.7,1.3,14.9,85.1,40.6,57.6,1.8
34039,76,34,Bouzigues,1058,774,236,47,842,215,24,58,108,240,346,3387,619,2953,156,434,750,129.0,40.0,65.0,146.0,235.0,135.0,82.0,26.0,45.0,109.0,218.0,115.0,47.0,14.0,20.0,37.0,17.0,20.0,774,80,136,135,423,148,153,123,1606,164,321,287,834,298,542,587,1960,571,175,0,28,1606,1213,342,0,50,12511,10691,1461,0,360,134.0,20.0,543.0,16.0,61.0,,,,,,,556,715,354,360,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,73.2,22.3,4.4,0.0,73.2,16.5,54.0,2.6,0.0,100.0,22.6,73.8,3.6
34040,76,34,Brenas,55,33,19,2,50,2,1,5,7,9,12,131,28,121,2,5,33,15.0,0.0,3.0,3.0,5.0,8.0,13.0,0.0,3.0,3.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,33,0,5,5,24,16,4,4,57,0,10,9,38,0,16,22,93,23,8,0,3,57,41,10,0,6,566,465,55,0,46,0.0,8.0,4.0,0.0,22.0,,,,,,,16,29,14,16,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,60.0,34.5,3.6,0.0,60.0,14.5,41.8,5.5,0.0,100.0,24.2,69.7,9.1
34041,76,34,Brignac,407,364,18,24,380,27,5,11,51,141,155,1614,345,1563,19,51,349,36.0,21.0,19.0,48.0,53.0,173.0,34.0,16.0,13.0,45.0,49.0,172.0,2.0,4.0,6.0,3.0,3.0,1.0,364,33,68,87,176,117,24,35,971,82,185,271,434,131,292,377,814,289,66,7,9,971,781,171,18,19,4621,4086,444,43,91,31.0,6.0,247.0,3.0,78.0,,,,,,,293,349,142,208,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,89.4,4.4,5.9,1.7,87.7,16.2,71.0,2.2,1.9,98.1,18.1,79.4,2.5
34042,76,34,Brissac,463,279,171,13,433,23,1,22,42,79,135,1295,254,1219,21,67,279,115.0,14.0,19.0,38.0,57.0,36.0,110.0,11.0,14.0,35.0,49.0,34.0,5.0,2.0,5.0,3.0,6.0,0.0,279,28,50,41,160,66,39,55,592,67,112,96,318,112,211,169,802,208,59,0,12,592,448,118,0,26,4944,4401,420,0,123,4.0,73.0,97.0,15.0,90.0,,,,,,,194,256,117,139,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,60.3,36.9,2.8,0.0,60.3,12.7,44.9,2.6,0.0,100.0,21.1,74.6,4.3
34043,76,34,Buzignargues,173,154,12,6,151,19,0,11,20,44,79,726,136,670,15,50,142,26.0,10.0,9.0,23.0,25.0,50.0,24.0,7.0,7.0,22.0,23.0,44.0,1.0,3.0,2.0,1.0,1.0,7.0,154,11,36,33,75,25,22,28,372,32,95,89,156,41,162,141,382,121,31,5,2,372,298,69,9,5,2412,2220,140,19,51,1.0,19.0,90.0,7.0,38.0,,,,,,,117,151,60,91,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,89.0,6.9,3.5,2.9,86.1,17.9,69.9,1.2,3.2,96.8,20.1,78.6,1.3
34044,76,34,Cabrerolles,294,164,104,26,276,17,2,9,42,50,62,718,158,703,6,16,164,49.0,18.0,20.0,19.0,26.0,32.0,49.0,16.0,18.0,19.0,24.0,31.0,0.0,2.0,2.0,0.0,1.0,1.0,164,10,37,35,81,32,19,31,338,17,72,80,169,37,134,143,405,113,40,0,10,338,245,71,0,22,2508,2073,275,0,160,1.0,27.0,67.0,1.0,68.0,,,,,,,106,146,62,83,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,55.8,35.4,8.8,0.0,55.8,13.6,38.4,3.4,0.0,100.0,24.4,68.9,6.1
34045,76,34,Cabrières,351,267,62,22,322,26,4,14,46,92,110,1173,240,1097,24,74,267,86.0,14.0,24.0,43.0,61.0,39.0,80.0,12.0,21.0,38.0,55.0,34.0,5.0,2.0,3.0,5.0,5.0,4.0,267,22,65,51,128,65,29,34,556,48,154,103,251,81,265,214,613,173,84,13,10,556,362,175,28,18,3900,3153,696,154,50,0.0,41.0,145.0,6.0,74.0,,,,,,,176,254,128,126,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,76.1,17.7,6.3,3.7,72.4,23.9,49.3,2.8,4.9,95.1,31.5,64.8,3.7
34046,76,34,Cambon-et-Salvergues,152,28,105,19,140,10,0,0,9,11,7,111,26,105,2,6,28,8.0,0.0,2.0,7.0,8.0,2.0,7.0,0.0,2.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,28,5,1,1,21,10,4,6,51,6,2,2,41,20,3,4,84,22,5,0,1,51,41,6,0,4,475,449,6,0,20,0.0,2.0,4.0,3.0,19.0,,,,,,,24,27,18,9,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18.4,69.1,12.5,0.0,18.4,3.3,14.5,0.7,0.0,100.0,17.9,78.6,3.6
34047,76,34,Campagnan,369,298,34,37,350,15,1,9,43,96,149,1384,288,1352,10,32,289,44.0,15.0,29.0,53.0,73.0,74.0,41.0,14.0,27.0,51.0,72.0,73.0,3.0,1.0,2.0,1.0,1.0,2.0,298,18,48,72,160,87,44,30,719,40,114,198,368,74,206,328,776,255,39,0,5,719,634,76,0,10,4124,3777,301,0,46,0.0,13.0,207.0,4.0,74.0,,,,,,,222,289,113,176,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,80.8,9.2,10.0,0.0,80.8,10.6,69.1,1.4,0.0,100.0,13.1,85.6,1.7
34048,76,34,Campagne,151,134,7,10,134,18,6,4,13,51,60,590,118,552,16,38,134,25.0,4.0,10.0,36.0,32.0,27.0,24.0,2.0,9.0,35.0,30.0,18.0,1.0,2.0,1.0,1.0,2.0,8.0,134,10,23,25,75,26,17,33,305,23,51,66,164,35,90,100,365,94,30,0,10,305,218,64,0,23,2294,2011,161,0,122,0.0,16.0,74.0,14.0,29.0,,,,,,,94,125,50,75,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,88.7,4.6,6.6,0.0,88.7,19.9,62.3,6.6,0.0,100.0,22.4,70.1,7.5
34049,76,34,Camplong,227,131,60,35,202,24,1,5,36,36,52,569,111,502,19,67,130,32.0,9.0,15.0,33.0,28.0,13.0,27.0,6.0,13.0,30.0,23.0,12.0,5.0,3.0,2.0,3.0,5.0,1.0,131,23,22,23,62,19,17,26,217,39,36,36,106,106,92,89,282,99,25,0,7,217,168,42,0,7,2043,1768,250,0,25,1.0,34.0,56.0,5.0,34.0,,,,,,,69,106,58,49,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,57.7,26.4,15.4,0.0,57.7,11.0,43.6,3.1,0.0,100.0,19.1,75.6,5.3
34050,76,34,Candillargues,888,846,13,28,653,227,10,93,140,307,295,3488,625,2868,216,607,769,27.0,19.0,33.0,177.0,183.0,330.0,19.0,14.0,23.0,153.0,157.0,234.0,8.0,5.0,10.0,24.0,21.0,96.0,846,75,187,229,355,156,105,95,2096,156,432,665,843,258,667,955,1608,623,203,42,20,2096,1604,441,82,51,10911,9495,1122,266,294,104.0,13.0,669.0,6.0,54.0,,,,,,,680,819,348,472,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,95.3,1.5,3.2,4.7,90.5,22.9,70.2,2.3,5.0,95.0,24.0,73.6,2.4
34051,76,34,Canet,1624,1470,52,102,1458,151,9,82,205,497,677,6556,1336,6161,124,368,1410,143.0,54.0,84.0,274.0,530.0,325.0,117.0,46.0,64.0,262.0,510.0,311.0,26.0,8.0,20.0,10.0,14.0,13.0,1470,164,300,260,746,386,174,186,3600,356,767,722,1755,624,1271,1158,3503,1102,336,47,32,3600,2762,763,104,75,20563,18187,1964,267,412,139.0,79.0,1053.0,8.0,191.0,,,,,,,1195,1377,565,812,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423,90.5,3.2,6.3,2.9,87.6,20.7,67.9,2.0,3.2,96.8,22.9,75.0,2.2
34052,76,34,Capestang,1943,1543,170,230,1640,299,14,92,297,501,640,6820,1298,6047,242,765,1397,308.0,179.0,230.0,280.0,237.0,163.0,281.0,145.0,158.0,219.0,215.0,144.0,27.0,35.0,71.0,61.0,22.0,18.0,1543,210,351,282,700,273,175,252,3323,463,776,685,1400,844,1438,1245,3292,1060,433,29,49,3323,2324,900,72,100,22066,18640,3000,225,427,174.0,80.0,1097.0,13.0,179.0,,,,,,,1001,1356,722,634,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,79.4,8.7,11.8,1.5,77.9,22.3,54.6,2.5,1.9,98.1,28.1,68.7,3.2
34053,76,34,Carlencas-et-Levas,73,51,16,6,70,2,0,3,4,17,27,246,50,244,0,0,51,10.0,2.0,6.0,9.0,16.0,7.0,10.0,2.0,6.0,9.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,51,5,9,10,26,9,9,7,115,10,27,24,53,25,50,47,123,42,9,1,0,115,93,22,2,0,746,719,27,0,0,1.0,10.0,12.0,1.0,27.0,,,,,,,31,50,13,38,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,69.9,21.9,8.2,1.4,68.5,12.3,57.5,0.0,2.0,98.0,17.6,82.4,0.0
34054,76,34,Cassagnoles,107,61,36,10,100,4,0,3,15,18,26,268,56,254,4,12,61,26.0,6.0,4.0,7.0,8.0,11.0,25.0,4.0,4.0,7.0,8.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,61,12,12,10,28,12,1,15,109,30,23,15,42,46,44,37,142,45,13,0,4,109,79,23,0,7,1279,1146,38,0,95,0.0,6.0,11.0,3.0,42.0,,,,,,,44,59,35,25,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,57.0,33.6,9.3,0.0,57.0,12.1,42.1,3.7,0.0,100.0,21.3,73.8,6.6
34055,76,34,Castanet-le-Haut,240,106,105,29,227,13,0,8,24,31,43,476,98,453,8,24,105,32.0,13.0,11.0,16.0,16.0,16.0,29.0,13.0,9.0,15.0,15.0,15.0,3.0,0.0,2.0,1.0,1.0,1.0,106,9,21,15,62,27,16,19,224,13,47,35,128,35,82,71,288,75,25,4,6,224,151,59,11,13,1807,1553,223,21,31,0.0,13.0,21.0,1.0,71.0,,,,,,,64,101,51,50,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,44.2,43.8,12.1,1.7,42.5,10.4,31.2,2.5,3.8,96.2,23.6,70.8,5.7
34056,76,34,Castelnau-de-Guers,927,574,330,23,866,50,4,24,114,191,241,2514,522,2353,43,133,566,146.0,52.0,76.0,110.0,75.0,107.0,135.0,49.0,73.0,108.0,68.0,81.0,11.0,3.0,3.0,2.0,6.0,18.0,574,65,95,106,308,114,75,119,1193,140,213,232,608,262,363,441,1448,415,136,13,23,1193,852,288,33,53,9810,8577,910,87,323,43.0,35.0,395.0,9.0,92.0,,,,,,,390,530,289,241,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,61.9,35.6,2.5,1.4,60.5,14.7,44.8,2.5,2.3,97.7,23.7,72.3,4.0
34057,76,34,Castelnau-le-Lez,13962,12925,352,685,5291,8451,1274,2990,2969,2174,3518,45662,4895,25441,7858,19843,11972,257.0,129.0,1776.0,2496.0,1980.0,5334.0,197.0,90.0,954.0,1776.0,1371.0,409.0,61.0,40.0,816.0,714.0,509.0,4901.0,12925,2401,4223,2167,4134,1569,1195,1371,24684,3972,7959,4609,8143,5972,12205,7523,19962,6130,6519,1206,275,24684,12804,11402,2798,478,135207,105297,27149,7494,2761,4138.0,423.0,7579.0,88.0,697.0,,,,,,,10181,10971,7224,3746,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11719,92.6,2.5,4.9,8.6,83.9,46.7,43.9,2.0,9.3,90.7,50.4,47.4,2.1
34058,76,34,Castries,3302,2951,125,226,2299,983,66,301,582,766,1237,12679,2119,10355,816,2283,2707,227.0,79.0,286.0,828.0,618.0,669.0,173.0,56.0,239.0,731.0,507.0,340.0,50.0,23.0,44.0,96.0,109.0,324.0,2951,342,684,628,1296,488,378,429,6638,727,1565,1618,2728,1178,2617,2572,6311,1871,997,303,82,6638,4433,2028,633,178,40907,33666,6398,2801,843,749.0,66.0,1875.0,26.0,236.0,,,,,,,2319,2782,1311,1471,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648,89.4,3.8,6.8,9.2,80.2,30.2,56.7,2.5,10.3,89.7,33.8,63.4,2.8
34059,76,34,La Caunette,274,159,96,19,239,34,1,8,30,50,70,716,142,666,16,48,159,65.0,21.0,17.0,21.0,24.0,10.0,62.0,17.0,15.0,17.0,22.0,8.0,3.0,4.0,2.0,4.0,1.0,2.0,159,13,22,32,92,30,27,34,311,27,44,67,174,51,83,135,447,113,37,2,9,311,225,70,7,16,3067,2639,368,4,61,0.0,28.0,57.0,8.0,65.0,,,,,,,91,145,80,65,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,58.0,35.0,6.9,0.7,57.3,13.5,41.2,3.3,1.3,98.7,23.3,71.1,5.7
34060,76,34,Causse-de-la-Selle,277,198,57,22,268,6,2,9,39,47,101,897,190,873,6,18,187,57.0,3.0,11.0,43.0,34.0,39.0,55.0,3.0,10.0,40.0,34.0,39.0,2.0,0.0,1.0,2.0,0.0,0.0,198,16,36,41,105,41,23,41,443,39,83,110,211,71,148,189,489,161,30,0,7,443,375,53,0,15,3332,2951,275,0,106,0.0,25.0,86.0,6.0,81.0,,,,,,,139,188,83,105,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,71.5,20.6,7.9,0.0,71.5,10.8,58.1,2.5,0.0,100.0,15.2,81.3,3.5
34061,76,34,Causses-et-Veyran,457,315,110,31,425,29,4,13,71,106,121,1357,289,1275,24,79,315,125.0,22.0,23.0,42.0,46.0,56.0,111.0,17.0,22.0,41.0,44.0,53.0,12.0,5.0,1.0,1.0,2.0,3.0,315,31,56,49,179,68,41,71,620,64,119,106,330,110,228,212,807,246,61,0,8,620,487,122,0,11,5660,5295,288,0,76,0.0,48.0,183.0,8.0,77.0,,,,,,,224,279,155,125,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,68.9,24.1,6.8,0.0,68.9,13.3,53.8,1.8,0.0,100.0,19.4,78.1,2.5
34062,76,34,Caussiniojouls,119,74,29,15,112,7,0,2,18,14,40,337,69,316,6,21,74,36.0,4.0,2.0,9.0,7.0,15.0,35.0,3.0,2.0,9.0,7.0,12.0,1.0,1.0,0.0,0.0,0.0,3.0,74,7,17,9,42,19,7,17,168,12,40,30,86,25,61,40,211,56,17,0,1,168,126,40,0,2,1371,1324,43,0,3,0.0,15.0,39.0,0.0,20.0,,,,,,,49,73,31,42,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,62.2,24.4,12.6,0.0,62.2,14.3,47.1,0.8,0.0,100.0,23.0,75.7,1.4
34063,76,34,Caux,1578,1231,283,64,1434,143,7,64,217,411,532,5469,1107,5083,123,385,1169,258.0,91.0,133.0,235.0,277.0,175.0,212.0,77.0,107.0,224.0,260.0,167.0,46.0,14.0,25.0,11.0,17.0,8.0,1231,165,260,205,601,231,189,181,2605,356,608,459,1182,704,1101,844,2820,876,313,8,42,2605,1877,645,14,83,17815,15597,1706,136,512,81.0,103.0,870.0,16.0,161.0,,,,,,,916,1118,578,540,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,78.0,17.9,4.1,0.5,77.5,19.8,55.5,2.7,0.6,99.4,25.4,71.2,3.4
34064,76,34,Le Caylar,369,230,98,41,306,57,10,19,44,75,81,945,172,768,56,171,230,67.0,12.0,19.0,46.0,42.0,44.0,49.0,10.0,17.0,38.0,24.0,35.0,18.0,2.0,1.0,8.0,17.0,9.0,230,31,46,48,104,53,21,30,443,52,84,100,207,104,183,179,479,135,93,37,2,443,273,164,81,6,3019,2272,738,370,9,4.0,37.0,106.0,17.0,66.0,,,,,,,132,197,124,73,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,62.3,26.6,11.1,10.0,52.3,25.2,36.6,0.5,16.1,83.9,40.4,58.7,0.9
34065,76,34,Cazedarnes,359,258,75,27,345,14,1,5,31,93,128,1193,245,1151,13,42,258,79.0,19.0,8.0,43.0,48.0,61.0,74.0,18.0,6.0,43.0,47.0,57.0,5.0,1.0,2.0,0.0,1.0,4.0,258,21,36,65,136,58,32,45,640,59,91,176,314,108,162,277,647,198,50,9,9,640,498,115,30,27,4178,3709,313,61,156,0.0,17.0,160.0,10.0,70.0,,,,,,,185,241,97,144,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,71.9,20.9,7.5,2.5,69.4,13.9,55.2,2.5,3.5,96.5,19.4,76.7,3.5
34066,76,34,Cazevieille,115,95,16,4,108,7,0,8,12,18,57,518,88,502,7,17,95,8.0,2.0,3.0,22.0,35.0,26.0,7.0,1.0,3.0,21.0,32.0,25.0,1.0,1.0,0.0,1.0,3.0,1.0,95,13,15,12,56,30,11,15,228,26,43,34,126,56,82,56,325,69,13,0,13,228,178,28,0,22,1401,1202,47,0,152,3.0,14.0,53.0,3.0,23.0,,,,,,,86,95,31,64,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,82.6,13.9,3.5,0.0,82.6,11.3,60.0,11.3,0.0,100.0,13.7,72.6,13.7
34067,76,34,Cazilhac,861,717,91,53,756,103,4,39,119,292,264,3058,644,2834,71,221,717,141.0,32.0,98.0,158.0,117.0,171.0,111.0,25.0,87.0,149.0,108.0,164.0,30.0,7.0,10.0,8.0,7.0,7.0,717,80,113,149,375,146,95,134,1583,184,277,363,758,305,438,604,1711,534,168,0,14,1583,1188,362,0,33,11409,10176,1079,0,154,104.0,147.0,293.0,21.0,152.0,,,,,,,582,675,319,356,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,83.3,10.6,6.2,0.0,83.3,19.5,62.0,1.6,0.0,100.0,23.4,74.5,2.0
34068,76,34,Cazouls-d'Hérault,266,196,51,20,240,24,0,16,41,45,94,888,174,816,22,72,190,55.0,31.0,29.0,28.0,22.0,26.0,48.0,28.0,23.0,24.0,21.0,24.0,7.0,3.0,6.0,4.0,1.0,2.0,196,30,44,33,89,43,22,24,413,61,98,80,174,126,197,147,417,136,55,1,5,413,287,120,4,7,2505,2137,321,3,46,1.0,12.0,135.0,3.0,45.0,,,,,,,91,183,93,91,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,73.7,19.2,7.5,0.4,73.3,20.7,51.1,1.9,0.5,99.5,28.1,69.4,2.6
34069,76,34,Cazouls-lès-Béziers,2631,2202,250,179,2254,371,23,96,393,797,893,9632,1903,8694,294,924,2202,439.0,230.0,214.0,428.0,382.0,509.0,370.0,187.0,166.0,371.0,339.0,470.0,66.0,42.0,49.0,56.0,43.0,37.0,2202,277,422,448,1055,485,197,373,5123,683,1043,1155,2242,1073,1684,1925,4950,1506,617,47,80,5123,3513,1432,106,178,32352,27595,3812,531,945,301.0,194.0,1401.0,40.0,266.0,,,,,,,1665,1947,975,972,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156,83.7,9.5,6.8,1.8,81.9,23.5,57.2,3.0,2.1,97.9,28.0,68.4,3.6
34070,76,34,Cébazan,364,280,32,51,351,13,3,7,44,88,138,1289,270,1251,10,38,278,83.0,16.0,26.0,30.0,56.0,67.0,82.0,14.0,24.0,30.0,52.0,65.0,1.0,2.0,2.0,0.0,4.0,1.0,280,27,46,54,152,85,37,30,636,70,109,120,338,122,193,243,731,246,28,5,6,636,559,65,15,12,4034,3827,148,22,59,0.0,17.0,192.0,8.0,62.0,,,,,,,207,267,115,152,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,76.9,8.8,14.0,1.4,75.5,7.7,67.6,1.6,1.8,98.2,10.0,87.9,2.1
34071,76,34,Ceilhes-et-Rocozels,339,143,134,62,267,66,3,13,33,44,50,590,119,516,22,66,143,49.0,15.0,26.0,22.0,19.0,12.0,38.0,12.0,21.0,20.0,17.0,11.0,10.0,3.0,5.0,1.0,2.0,1.0,143,15,26,21,81,33,13,35,247,27,53,38,129,57,103,74,356,98,39,3,6,247,162,71,4,14,2668,2409,235,18,24,0.0,32.0,50.0,6.0,55.0,,,,,,,71,122,87,35,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,42.2,39.5,18.3,0.9,41.3,11.5,28.9,1.8,2.1,97.9,27.3,68.5,4.2
34072,76,34,Celles,17,15,0,2,13,4,2,1,3,5,5,61,10,44,4,17,15,6.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,15,2,6,0,7,5,3,0,25,3,11,0,11,10,19,0,31,10,4,1,1,25,18,6,2,1,156,119,36,2,1,0.0,0.0,4.0,2.0,9.0,,,,,,,7,14,9,5,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,88.2,0.0,11.8,5.9,82.4,23.5,58.8,5.9,6.7,93.3,26.7,66.7,6.7
