insee_com,REG,DEP,LIBGEO,LOG,RP,RSECOCC,LOGVAC,MAISON,APPART,RP_1P,RP_2P,RP_3P,RP_4P,RP_5PP,NBPI_RP,RPMAISON,NBPI_RPMAISON,RPAPPART,NBPI_RPAPPART,RP_ACHTOT,RP_ACH1919,RP_ACH1945,RP_ACH1970,RP_ACH1990,RP_ACH2005,RP_ACH2019,RPMAISON_ACH1919,RPMAISON_ACH1945,RPMAISON_ACH1970,RPMAISON_ACH1990,RPMAISON_ACH2005,RPMAISON_ACH2019,RPAPPART_ACH1919,RPAPPART_ACH1945,RPAPPART_ACH1970,RPAPPART_ACH1990,RPAPPART_ACH2005,RPAPPART_ACH2019,MEN,MEN_ANEM0002,MEN_ANEM0204,MEN_ANEM0509,MEN_ANEM10P,MEN_ANEM1019,MEN_ANEM2029,MEN_ANEM30P,PMEN,PMEN_ANEM0002,PMEN_ANEM0204,PMEN_ANEM0509,PMEN_ANEM10P,NBPI_RP_ANEM0002,NBPI_RP_ANEM0204,NBPI_RP_ANEM0509,NBPI_RP_ANEM10P,RP_PROP,RP_LOC,RP_LOCHLMV,RP_GRAT,NPER_RP,NPER_RP_PROP,NPER_RP_LOC,NPER_RP_LOCHLMV,NPER_RP_GRAT,ANEM_RP,ANEM_RP_PROP,ANEM_RP_LOC,ANEM_RP_LOCHLMV,ANEM_RP_GRAT,RP_CGAZV,RP_CFIOUL,RP_CELEC,RP_CGAZB,RP_CAUT,RP_ELEC,RP_EAUCH,RP_BDWC,RP_CHOS,RP_CLIM,RP_TTEGOU,RP_GARL,RP_VOIT1P,RP_VOIT1,RP_VOIT2P,RP_HABFOR,RP_CASE,RP_MIBOIS,RP_MIDUR,AN,RP_ACH19,RP_ACH45,RP_ACH70,RP_ACH90,RP_ACH05,RP_ACH18,RPMAISON_ACH19,RPMAISON_ACH45,RPMAISON_ACH70,RPMAISON_ACH90,RPMAISON_ACH05,RPMAISON_ACH18,RPAPPART_ACH19,RPAPPART_ACH45,RPAPPART_ACH70,RPAPPART_ACH90,RPAPPART_ACH05,RPAPPART_ACH18,RP_SDB,RP_CCCOLL,RP_CCIND,RP_CINDELEC,RP_ACH17,RPMAISON_ACH17,RPAPPART_ACH17,RP_ACH15,RPMAISON_ACH15,RPAPPART_ACH15,RP_ACH14,RPMAISON_ACH14,RPAPPART_ACH14,RP_ACH13,RPMAISON_ACH13,RPAPPART_ACH13,RP_ACH12,RPMAISON_ACH12,RPAPPART_ACH12,RP_ACH11,RPMAISON_ACH11,RPAPPART_ACH11,RP_ACH10,RPMAISON_ACH10,RPAPPART_ACH10,RP_LOCPRIV,Plog_RP,Plog_RS,Plog_VAC,Plog_RP_LOCHLM,Plog_RP_LOCPRIV,Plog_RP_LOC,Plog_RP_PROP,Plog_RP_GRAT,Prp_RP_LOCHLM,Prp_RP_LOCPRIV,Prp_RP_LOC,Prp_RP_PROP,Prp_RP_GRAT
30355,76,30,Saint-Paul-les-Fonts,466,422,12,32,424,42,1,16,72,141,192,1894,390,1803,32,92,412,28.0,22.0,45.0,91.0,90.0,136.0,26.0,11.0,39.0,88.0,85.0,130.0,2.0,10.0,7.0,3.0,5.0,6.0,422,41,90,59,233,105,40,87,989,86,221,152,530,158,362,261,1112,308,98,1,17,989,744,208,1,36,6853,6083,574,2,195,0.0,45.0,249.0,8.0,120.0,,,,,,,338,409,162,246,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,90.6,2.6,6.9,0.2,90.3,21.0,66.1,3.6,0.2,99.8,23.2,73.0,4.0
30356,76,30,Rodilhan,1384,1285,27,72,1063,311,105,77,208,389,505,5322,1013,4709,266,606,1285,48.0,26.0,273.0,502.0,173.0,262.0,37.0,18.0,225.0,440.0,140.0,153.0,11.0,8.0,46.0,59.0,33.0,109.0,1285,151,223,197,713,225,177,311,2740,276,487,492,1484,445,757,778,3342,852,398,27,34,2740,1887,780,76,73,22131,19765,1865,198,501,425.0,61.0,690.0,24.0,84.0,,,,,,,1024,1181,606,575,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,92.8,2.0,5.2,2.0,90.9,28.8,61.6,2.5,2.1,97.9,31.0,66.3,2.6
34001,76,34,Abeilhan,911,763,74,73,835,73,0,43,153,281,286,3257,697,3064,66,191,763,141.0,39.0,37.0,156.0,165.0,225.0,129.0,34.0,28.0,150.0,145.0,211.0,12.0,4.0,9.0,5.0,21.0,13.0,763,78,150,201,334,154,74,106,1768,181,366,521,700,307,588,851,1511,587,157,16,20,1768,1373,357,44,38,10401,9254,913,89,234,46.0,58.0,545.0,9.0,105.0,,,,,,,591,709,356,353,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747,83.8,8.1,8.0,1.8,82.0,17.2,64.4,2.2,2.1,97.9,20.6,76.9,2.6
34002,76,34,Adissan,701,573,44,85,635,64,1,29,99,231,213,2488,523,2343,48,138,535,87.0,43.0,61.0,95.0,63.0,186.0,78.0,36.0,47.0,87.0,61.0,179.0,9.0,6.0,14.0,8.0,2.0,7.0,573,61,130,134,248,126,43,79,1343,138,293,367,545,230,513,568,1177,413,146,28,14,1343,988,328,75,27,7714,6599,825,189,290,2.0,42.0,434.0,8.0,86.0,,,,,,,415,543,253,290,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,81.7,6.3,12.1,4.0,77.6,20.8,58.9,2.0,4.9,94.9,25.5,72.1,2.4
34003,76,34,Agde,50239,15771,33424,1045,13795,36249,923,3431,4359,3847,3210,54109,7962,33851,7750,20133,15398,1228.0,463.0,1801.0,5841.0,3294.0,2771.0,389.0,178.0,1012.0,3012.0,1984.0,1275.0,840.0,282.0,769.0,2817.0,1309.0,1477.0,15771,2188,3907,3100,6576,3403,1625,1548,29152,4043,7413,5888,11808,6200,12407,10275,25227,8702,6628,1234,441,29152,16246,12180,2830,726,183232,134986,44309,12061,3937,1806.0,380.0,12574.0,106.0,905.0,,,,,,,11423,13295,9391,3904,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14537,31.4,66.5,2.1,2.5,28.9,13.2,17.3,0.9,7.8,92.2,42.0,55.2,2.8
34004,76,34,Agel,185,120,40,26,172,11,0,6,24,36,53,556,111,531,7,20,116,32.0,11.0,13.0,22.0,13.0,25.0,31.0,10.0,11.0,21.0,11.0,24.0,1.0,1.0,2.0,1.0,1.0,1.0,120,8,30,17,65,27,15,23,244,15,64,40,125,30,130,72,324,96,20,0,4,244,194,44,0,6,1974,1821,104,0,49,0.0,5.0,70.0,1.0,44.0,,,,,,,73,113,56,57,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,64.9,21.6,14.1,0.0,64.9,10.8,51.9,2.2,0.0,100.0,16.7,80.0,3.3
34005,76,34,Agonès,162,134,26,1,155,6,2,0,20,42,70,617,129,601,5,16,129,17.0,4.0,8.0,26.0,36.0,37.0,16.0,4.0,6.0,26.0,35.0,36.0,1.0,0.0,2.0,0.0,1.0,1.0,134,17,22,25,70,30,24,16,312,42,52,74,144,73,97,112,335,110,20,1,4,312,252,50,1,11,1938,1750,167,1,21,0.0,21.0,58.0,4.0,51.0,,,,,,,119,132,49,84,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,82.7,16.0,0.6,0.6,82.1,12.3,67.9,2.5,0.7,99.3,14.9,82.1,3.0
34006,76,34,Aigne,224,145,69,9,214,11,1,6,21,42,75,680,137,658,9,22,141,57.0,16.0,9.0,14.0,25.0,19.0,54.0,12.0,9.0,13.0,25.0,19.0,3.0,4.0,0.0,1.0,0.0,0.0,145,15,35,16,79,23,24,31,285,32,73,36,144,63,164,74,380,120,19,0,6,285,228,44,0,13,2825,2701,108,0,16,0.0,15.0,71.0,6.0,53.0,,,,,,,104,132,71,62,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,64.7,30.8,4.0,0.0,64.7,8.5,53.6,2.7,0.0,100.0,13.1,82.8,4.1
34007,76,34,Aigues-Vives,363,232,103,28,353,8,1,11,44,72,104,1053,224,1027,7,22,225,55.0,30.0,23.0,35.0,39.0,42.0,54.0,29.0,22.0,33.0,38.0,41.0,1.0,1.0,1.0,2.0,1.0,0.0,232,19,34,43,137,59,38,40,472,36,79,114,243,75,144,180,654,189,37,0,7,472,370,86,0,16,4202,3921,195,0,86,2.0,19.0,126.0,5.0,81.0,,,,,,,123,215,125,90,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,63.9,28.4,7.7,0.0,63.9,10.2,52.1,1.9,0.0,100.0,15.9,81.5,3.0
34008,76,34,Les Aires,416,298,93,25,367,45,3,25,73,93,105,1244,261,1139,34,99,283,37.0,18.0,45.0,88.0,46.0,48.0,30.0,17.0,37.0,77.0,42.0,44.0,7.0,1.0,9.0,8.0,4.0,4.0,298,32,61,58,147,58,39,50,613,59,121,133,300,116,227,240,661,201,87,11,11,613,426,169,29,18,4574,3974,522,87,78,1.0,22.0,161.0,11.0,104.0,,,,,,,228,283,146,137,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,71.6,22.4,6.0,2.6,69.2,20.9,48.3,2.6,3.7,96.6,29.2,67.4,3.7
34009,76,34,Alignan-du-Vent,992,818,100,74,948,42,4,37,141,281,355,3599,778,3473,39,121,818,183.0,46.0,79.0,164.0,142.0,204.0,170.0,38.0,72.0,160.0,137.0,200.0,13.0,7.0,6.0,4.0,4.0,4.0,818,87,155,159,418,188,104,126,1761,199,349,387,826,364,625,706,1903,631,160,12,27,1761,1377,332,33,52,12566,11165,1079,90,322,4.0,93.0,573.0,15.0,133.0,,,,,,,621,736,374,362,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,82.5,10.1,7.5,1.2,81.2,16.1,63.6,2.7,1.5,98.5,19.6,77.1,3.3
34010,76,34,Aniane,1612,1334,81,197,1286,311,32,111,279,383,528,5605,1044,4743,277,828,1270,252.0,117.0,175.0,271.0,331.0,124.0,219.0,80.0,102.0,204.0,289.0,100.0,32.0,37.0,71.0,61.0,40.0,25.0,1334,122,303,227,682,269,234,179,2911,234,700,541,1436,415,1131,937,3121,846,460,49,28,2911,1962,897,121,53,19318,15414,3593,815,311,134.0,56.0,857.0,26.0,261.0,,,,,,,777,1212,591,621,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,82.8,5.0,12.2,3.0,79.7,28.5,52.5,1.7,3.7,96.3,34.5,63.4,2.1
34011,76,34,Arboras,80,53,20,6,69,9,7,3,11,12,21,221,44,202,8,18,53,19.0,4.0,5.0,12.0,9.0,5.0,15.0,4.0,5.0,9.0,8.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,53,6,16,6,26,11,7,7,104,7,29,10,57,22,67,18,114,28,22,0,3,104,71,28,0,5,705,535,149,0,21,0.0,7.0,22.0,2.0,23.0,,,,,,,22,52,28,24,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,66.2,25.0,7.5,0.0,66.2,27.5,35.0,3.8,0.0,100.0,41.5,52.8,5.7
34012,76,34,Argelliers,520,413,31,77,471,43,17,25,64,89,217,1869,378,1791,33,70,413,45.0,7.0,25.0,142.0,83.0,110.0,39.0,4.0,14.0,137.0,82.0,102.0,7.0,2.0,11.0,4.0,1.0,8.0,413,36,75,68,234,108,70,55,971,75,174,177,545,132,275,276,1187,326,73,0,13,971,814,134,0,23,6277,5738,379,0,160,1.0,84.0,200.0,23.0,105.0,,,,,,,321,395,143,252,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,79.4,6.0,14.8,0.0,79.4,14.0,62.7,2.5,0.0,100.0,17.7,78.9,3.1
34013,76,34,Aspiran,911,736,75,100,795,101,5,60,136,269,266,3142,644,2877,83,246,717,161.0,99.0,76.0,136.0,110.0,135.0,140.0,81.0,59.0,124.0,99.0,125.0,21.0,18.0,16.0,10.0,7.0,9.0,736,101,141,132,362,152,91,119,1623,209,333,337,744,374,577,551,1640,547,165,14,24,1623,1209,371,21,43,10969,9547,1146,169,276,136.0,23.0,434.0,8.0,135.0,,,,,,,492,676,329,347,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,80.8,8.2,11.0,1.5,79.3,18.1,60.0,2.6,1.9,98.1,22.4,74.3,3.3
34014,76,34,Assas,727,633,24,70,656,62,7,20,61,126,418,3380,571,3199,56,170,611,61.0,20.0,40.0,205.0,208.0,77.0,55.0,13.0,33.0,189.0,189.0,70.0,6.0,7.0,7.0,16.0,15.0,5.0,633,51,95,90,396,102,134,160,1430,146,242,217,825,247,448,473,2211,513,107,0,13,1430,1187,216,0,27,12149,11152,823,0,174,142.0,36.0,341.0,20.0,93.0,,,,,,,523,616,220,396,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,87.1,3.3,9.6,0.0,87.1,14.7,70.6,1.8,0.0,100.0,16.9,81.0,2.1
34015,76,34,Assignan,172,92,64,16,160,7,3,8,17,22,42,403,85,382,6,18,84,22.0,4.0,14.0,8.0,17.0,18.0,20.0,2.0,14.0,8.0,17.0,18.0,2.0,2.0,1.0,0.0,0.0,0.0,92,14,24,14,41,11,17,13,168,19,44,23,81,41,84,63,215,65,24,0,3,168,123,42,0,4,1491,1375,105,0,11,0.0,8.0,54.0,8.0,22.0,,,,,,,67,85,52,33,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,53.5,37.2,9.3,0.0,53.5,14.0,37.8,1.7,0.0,100.0,26.1,70.7,3.3
34016,76,34,Aumelas,332,266,35,32,298,32,1,14,46,74,131,1212,237,1125,26,80,266,41.0,13.0,27.0,78.0,57.0,50.0,32.0,11.0,23.0,72.0,54.0,45.0,9.0,1.0,4.0,6.0,1.0,4.0,266,23,47,39,157,77,30,50,582,44,107,92,339,80,187,180,766,203,56,1,7,582,468,99,1,14,4297,3693,535,26,69,2.0,27.0,152.0,18.0,67.0,,,,,,,204,252,119,133,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,80.1,10.5,9.6,0.3,79.8,16.9,61.1,2.1,0.4,99.6,21.1,76.3,2.6
34017,76,34,Aumes,304,231,42,31,281,22,1,7,33,78,112,1076,209,1009,21,62,230,47.0,15.0,23.0,29.0,64.0,53.0,46.0,11.0,18.0,24.0,61.0,48.0,1.0,3.0,3.0,5.0,3.0,5.0,231,20,33,47,131,48,45,37,502,46,67,114,275,85,124,210,656,185,40,1,6,502,407,84,1,11,3915,3590,217,2,109,0.0,21.0,158.0,8.0,44.0,,,,,,,180,219,103,116,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,76.0,13.8,10.2,0.3,75.7,13.2,60.9,2.0,0.4,99.6,17.3,80.1,2.6
34018,76,34,Autignac,636,436,181,18,581,54,5,19,61,127,224,2078,387,1934,50,144,406,84.0,44.0,30.0,76.0,69.0,103.0,75.0,35.0,25.0,73.0,67.0,96.0,9.0,9.0,5.0,3.0,2.0,7.0,436,50,91,85,211,99,46,66,962,114,186,204,458,198,390,394,1095,332,92,15,13,962,762,171,23,28,6416,5879,380,36,157,1.0,29.0,305.0,8.0,94.0,,,,,,,307,402,177,225,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,68.6,28.5,2.8,2.4,66.4,14.5,52.2,2.0,3.4,96.8,21.1,76.1,3.0
34019,76,34,Avène,598,179,376,43,367,226,5,15,51,42,66,738,153,662,25,75,178,91.0,9.0,15.0,21.0,24.0,18.0,83.0,5.0,13.0,18.0,18.0,16.0,8.0,4.0,2.0,3.0,5.0,2.0,179,21,38,24,96,39,21,36,294,35,61,45,153,76,148,99,415,118,42,6,19,294,207,62,8,25,3029,2552,277,37,200,3.0,29.0,69.0,2.0,76.0,,,,,,,103,156,95,61,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,29.9,62.9,7.2,1.0,28.9,7.0,19.7,3.2,3.4,96.6,23.5,65.9,10.6
34020,76,34,Azillanet,321,193,74,54,316,4,0,20,37,46,90,887,189,877,4,11,193,93.0,16.0,5.0,22.0,35.0,22.0,93.0,16.0,5.0,18.0,35.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,193,25,30,25,113,46,35,33,347,39,55,54,200,89,114,108,576,137,47,1,9,347,259,76,1,12,3337,2944,319,3,74,2.0,26.0,80.0,5.0,79.0,,,,,,,133,173,94,79,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,60.1,23.1,16.8,0.3,59.8,14.6,42.7,2.8,0.5,99.5,24.4,71.0,4.7
34021,76,34,Babeau-Bouldoux,249,147,85,17,241,8,1,5,20,41,80,699,139,673,8,26,147,34.0,23.0,10.0,38.0,20.0,22.0,33.0,22.0,7.0,38.0,20.0,19.0,1.0,1.0,3.0,0.0,0.0,3.0,147,15,21,18,93,39,17,37,309,29,48,38,194,72,99,74,454,123,21,0,3,309,265,37,0,7,2774,2528,166,0,80,0.0,9.0,77.0,1.0,60.0,,,,,,,90,141,57,84,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,59.0,34.1,6.8,0.0,59.0,8.4,49.4,1.2,0.0,100.0,14.3,83.7,2.0
34022,76,34,Baillargues,3774,3463,105,205,2557,1210,138,403,678,1002,1242,14025,2399,11303,1059,2716,3455,161.0,50.0,143.0,1258.0,737.0,1106.0,138.0,33.0,105.0,1153.0,571.0,394.0,23.0,17.0,37.0,105.0,165.0,710.0,3463,539,800,659,1465,489,405,572,7683,1077,1723,1703,3180,1732,2741,2551,7001,2103,1299,300,62,7683,4948,2603,662,132,46473,39794,5996,2159,683,1268.0,59.0,1935.0,22.0,179.0,,,,,,,3021,3288,1710,1577,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163,91.8,2.8,5.4,7.9,83.8,34.4,55.7,1.6,8.7,91.3,37.5,60.7,1.8
34023,76,34,Balaruc-les-Bains,7725,3440,4195,90,2453,5257,113,431,699,1110,1087,13526,2270,10288,1156,3208,3432,103.0,123.0,374.0,1255.0,807.0,770.0,65.0,77.0,217.0,930.0,694.0,279.0,36.0,46.0,155.0,319.0,110.0,489.0,3440,451,604,531,1855,672,534,649,7135,981,1345,1116,3693,1539,2124,1947,7916,2236,1105,447,100,7135,4727,2198,1000,210,54111,44757,8072,3755,1282,1275.0,80.0,1861.0,37.0,187.0,,,,,,,2550,3087,1754,1333,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2994,44.5,54.3,1.2,5.8,38.8,14.3,28.9,1.3,13.0,87.0,32.1,65.0,2.9
34024,76,34,Balaruc-le-Vieux,1370,1202,153,15,1081,263,14,110,251,404,423,4906,956,4205,229,662,1161,69.0,22.0,58.0,340.0,312.0,360.0,47.0,14.0,43.0,316.0,290.0,241.0,22.0,8.0,14.0,20.0,16.0,113.0,1202,118,215,199,670,306,179,185,2672,238,513,443,1478,397,845,739,2925,875,294,83,33,2672,2006,585,159,81,17234,15144,1699,557,391,290.0,13.0,755.0,20.0,124.0,,,,,,,1008,1146,558,588,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,87.7,11.2,1.1,6.1,81.7,21.5,63.9,2.4,6.9,93.1,24.5,72.8,2.7
34025,76,34,Bassan,1210,1079,71,60,1078,127,6,43,203,379,448,4697,968,4367,107,315,1015,71.0,50.0,90.0,295.0,136.0,373.0,57.0,43.0,78.0,289.0,124.0,316.0,14.0,7.0,12.0,5.0,12.0,54.0,1079,165,208,212,494,171,112,211,2352,370,496,474,1012,651,824,840,2382,773,282,27,24,2352,1707,612,52,33,16244,14435,1602,107,207,114.0,65.0,776.0,16.0,108.0,,,,,,,913,1004,513,491,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052,89.2,5.9,5.0,2.2,86.9,23.3,63.9,2.0,2.5,97.5,26.1,71.6,2.2
34026,76,34,Beaufort,179,114,43,22,165,13,2,7,22,32,51,509,100,469,13,35,114,38.0,5.0,18.0,16.0,17.0,20.0,31.0,4.0,14.0,15.0,16.0,20.0,6.0,1.0,4.0,1.0,1.0,0.0,114,9,20,31,54,27,14,13,215,18,36,60,101,36,68,135,270,82,30,0,2,215,159,49,0,7,1595,1359,231,0,5,0.0,9.0,71.0,5.0,29.0,,,,,,,71,111,67,44,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,63.7,24.0,12.3,0.0,63.7,16.8,45.8,1.1,0.0,100.0,26.3,71.9,1.8
34027,76,34,Beaulieu,1010,934,22,54,880,129,2,43,117,261,511,4521,816,4169,118,350,879,102.0,22.0,47.0,198.0,204.0,306.0,92.0,21.0,43.0,177.0,188.0,250.0,10.0,1.0,4.0,21.0,15.0,56.0,934,65,149,294,426,114,142,171,2239,151,352,840,896,251,621,1325,2324,725,194,49,15,2239,1791,413,91,35,14983,13593,1098,305,293,169.0,22.0,622.0,31.0,91.0,,,,,,,807,907,338,569,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,92.5,2.2,5.3,4.9,87.6,19.2,71.8,1.5,5.2,94.8,20.8,77.6,1.6
34028,76,34,Bédarieux,4130,3013,307,810,2078,2015,107,407,777,865,857,11672,1616,7415,1383,4227,2995,794.0,417.0,588.0,607.0,378.0,211.0,286.0,140.0,281.0,434.0,311.0,155.0,504.0,276.0,306.0,169.0,65.0,54.0,3013,479,664,486,1384,498,376,510,5635,893,1351,959,2432,1593,2369,1759,5951,1627,1305,163,81,5635,3085,2375,347,175,43332,33963,8512,1808,857,791.0,107.0,1734.0,34.0,347.0,,,,,,,1527,2335,1511,824,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,73.0,7.4,19.6,3.9,69.0,31.6,39.4,2.0,5.4,94.6,43.3,54.0,2.7
34029,76,34,Bélarga,335,267,34,34,308,26,1,15,39,93,119,1191,241,1106,25,84,260,31.0,20.0,20.0,43.0,49.0,97.0,30.0,16.0,14.0,34.0,49.0,91.0,1.0,4.0,6.0,8.0,0.0,6.0,267,43,52,72,100,55,20,25,662,106,131,181,244,168,227,322,474,197,62,10,8,662,512,134,21,16,2994,2629,336,60,29,2.0,17.0,182.0,7.0,59.0,,,,,,,204,251,113,138,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,79.7,10.1,10.1,3.0,76.7,18.5,58.8,2.4,3.7,96.3,23.2,73.8,3.0
34030,76,34,Berlou,202,103,82,16,189,10,0,3,20,32,48,466,94,431,8,28,103,20.0,16.0,20.0,22.0,12.0,14.0,19.0,14.0,19.0,19.0,11.0,13.0,1.0,2.0,1.0,2.0,1.0,1.0,103,9,17,23,54,22,9,22,222,25,39,52,106,40,69,104,253,70,29,0,3,222,144,72,0,6,1811,1545,181,0,85,0.0,15.0,52.0,2.0,35.0,,,,,,,66,96,39,57,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,51.0,40.6,7.9,0.0,51.0,14.4,34.7,1.5,0.0,100.0,28.2,68.0,2.9
34031,76,34,Bessan,3205,2489,502,214,2375,589,17,206,578,874,814,10187,1977,8673,475,1419,2355,395.0,216.0,269.0,569.0,412.0,494.0,317.0,166.0,220.0,505.0,360.0,324.0,76.0,48.0,49.0,57.0,43.0,153.0,2489,298,642,445,1104,406,297,400,5539,639,1491,1147,2262,1096,2404,1779,4907,1598,809,210,81,5539,3644,1733,446,163,34951,29317,4963,1347,672,328.0,61.0,1774.0,31.0,295.0,,,,,,,1852,2304,1207,1097,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,77.7,15.7,6.7,6.6,71.1,25.2,49.9,2.5,8.4,91.6,32.5,64.2,3.3
34032,76,34,Béziers,48370,38711,2053,7606,17369,30614,1749,6357,11095,10964,8546,139624,15455,69959,22986,69176,38020,2694.0,4140.0,10724.0,9302.0,4762.0,6397.0,655.0,1380.0,3447.0,5367.0,2329.0,2097.0,2024.0,2752.0,7126.0,3901.0,2409.0,4270.0,38711,6481,10183,6979,15068,6423,3583,5061,78429,12394,21363,15966,28706,19412,33066,25275,61872,15525,22463,6015,723,78429,31533,45404,14572,1492,468670,306754,154048,54791,7867,16334.0,738.0,19961.0,383.0,1295.0,,,,,,,22265,29158,21352,7806,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32695,80.0,4.2,15.7,12.4,67.6,46.4,32.1,1.5,15.5,84.5,58.0,40.1,1.9
34033,76,34,Boisseron,944,847,29,69,828,112,5,30,129,279,404,3860,753,3581,89,271,845,85.0,29.0,64.0,208.0,193.0,266.0,80.0,24.0,46.0,192.0,165.0,245.0,5.0,5.0,17.0,15.0,27.0,19.0,847,95,184,171,397,176,91,129,2115,255,477,481,901,384,762,780,1934,653,176,2,18,2115,1660,406,4,49,11757,10488,953,5,316,120.0,42.0,561.0,23.0,101.0,,,,,,,692,811,332,479,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,89.7,3.1,7.3,0.2,89.5,18.6,69.2,1.9,0.2,99.8,20.8,77.1,2.1
34034,76,34,Boisset,43,21,22,0,38,4,2,0,4,7,8,95,17,84,4,11,21,11.0,2.0,3.0,5.0,0.0,1.0,8.0,1.0,3.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,21,2,2,5,13,5,5,3,41,2,4,7,28,4,6,22,63,15,4,0,3,41,33,4,0,5,362,314,34,0,14,0.0,0.0,3.0,0.0,18.0,,,,,,,6,19,5,14,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,48.8,51.2,0.0,0.0,48.8,9.3,34.9,7.0,0.0,100.0,19.0,71.4,14.3
34035,76,34,La Boissière,506,452,24,31,479,26,4,16,60,117,255,2169,433,2117,18,47,429,61.0,16.0,27.0,129.0,90.0,107.0,55.0,15.0,26.0,125.0,87.0,104.0,6.0,1.0,1.0,2.0,3.0,3.0,452,34,68,74,276,118,60,98,1054,70,171,196,617,135,309,332,1392,371,72,0,9,1054,879,155,0,20,7681,7046,524,0,111,0.0,42.0,270.0,27.0,112.0,,,,,,,357,445,155,289,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,89.3,4.7,6.1,0.0,89.3,14.2,73.3,1.8,0.0,100.0,15.9,82.1,2.0
