LIBGEO,AN,TYPO,NOMBRE
Thézan-lès-Béziers,2014,T1,7
Tourbes,2014,T1,1
La Tour-sur-Orb,2014,T1,2
Tressan,2014,T1,2
Le Triadou,2014,T1,3
Usclas-d'Hérault,2014,T1,1
Usclas-du-Bosc,2014,T1,0
La Vacquerie-et-Saint-Martin-de-Castries,2014,T1,5
Vacquières,2014,T1,4
Vailhan,2014,T1,1
Vailhauquès,2014,T1,8
Valergues,2014,T1,9
Valflaunès,2014,T1,4
Valmascle,2014,T1,1
Valras-Plage,2014,T1,54
Valros,2014,T1,5
Vélieux,2014,T1,3
Vendargues,2014,T1,108
Vendémian,2014,T1,5
Vendres,2014,T1,4
Verreries-de-Moussans,2014,T1,1
Vias,2014,T1,55
Vic-la-Gardiole,2014,T1,36
Vieussan,2014,T1,2
Villemagne-l'Argentière,2014,T1,0
Villeneuve-lès-Béziers,2014,T1,21
Villeneuve-lès-Maguelone,2014,T1,93
Villeneuvette,2014,T1,1
Villespassans,2014,T1,1
Villetelle,2014,T1,2
Villeveyrac,2014,T1,6
Viols-en-Laval,2014,T1,0
Viols-le-Fort,2014,T1,10
La Grande-Motte,2014,T1,1067
Aigaliers,2013,T1,1
Aigremont,2013,T1,0
Aigues-Mortes,2013,T1,64
Aigues-Vives,2013,T1,18
Aiguèze,2013,T1,1
Aimargues,2013,T1,32
Alès,2013,T1,1170
Allègre-les-Fumades,2013,T1,2
Alzon,2013,T1,1
Anduze,2013,T1,66
Les Angles,2013,T1,96
Aramon,2013,T1,23
Argilliers,2013,T1,1
Arpaillargues-et-Aureillac,2013,T1,5
Arphy,2013,T1,2
Arre,2013,T1,0
Arrigas,2013,T1,0
Aspères,2013,T1,2
Aubais,2013,T1,15
Aubord,2013,T1,5
Aubussargues,2013,T1,0
Aujac,2013,T1,3
Aujargues,2013,T1,3
Aulas,2013,T1,3
Aumessas,2013,T1,0
Avèze,2013,T1,4
Bagard,2013,T1,9
Bagnols-sur-Cèze,2013,T1,269
Barjac,2013,T1,24
Baron,2013,T1,1
La Bastide-d'Engras,2013,T1,2
Beaucaire,2013,T1,196
Beauvoisin,2013,T1,23
Bellegarde,2013,T1,30
Belvézet,2013,T1,4
Bernis,2013,T1,12
Bessèges,2013,T1,19
Bez-et-Esparon,2013,T1,5
Bezouce,2013,T1,11
Blandas,2013,T1,2
Blauzac,2013,T1,3
Boisset-et-Gaujac,2013,T1,2
Boissières,2013,T1,0
Bonnevaux,2013,T1,9
Bordezac,2013,T1,2
Boucoiran-et-Nozières,2013,T1,5
Bouillargues,2013,T1,20
Bouquet,2013,T1,1
Bourdic,2013,T1,1
Bragassargues,2013,T1,0
Branoux-les-Taillades,2013,T1,3
Bréau-Mars,2013,T1,3
Brignon,2013,T1,3
Brouzet-lès-Quissac,2013,T1,2
Brouzet-lès-Alès,2013,T1,2
La Bruguière,2013,T1,0
Cabrières,2013,T1,5
La Cadière-et-Cambo,2013,T1,0
Le Cailar,2013,T1,2
Caissargues,2013,T1,17
La Calmette,2013,T1,25
Calvisson,2013,T1,30
Campestre-et-Luc,2013,T1,2
Canaules-et-Argentières,2013,T1,2
Cannes-et-Clairan,2013,T1,3
La Capelle-et-Masmolène,2013,T1,1
Cardet,2013,T1,1
Carnas,2013,T1,1
Carsan,2013,T1,7
Cassagnoles,2013,T1,0
Castelnau-Valence,2013,T1,3
Castillon-du-Gard,2013,T1,24
Causse-Bégon,2013,T1,0
Caveirac,2013,T1,10
Cavillargues,2013,T1,0
Cendras,2013,T1,11
Chambon,2013,T1,2
Chamborigaud,2013,T1,7
Chusclan,2013,T1,7
Clarensac,2013,T1,13
Codognan,2013,T1,4
Codolet,2013,T1,5
Collias,2013,T1,8
Collorgues,2013,T1,0
Colognac,2013,T1,1
Combas,2013,T1,4
Comps,2013,T1,4
Concoules,2013,T1,7
Congénies,2013,T1,3
Connaux,2013,T1,9
Conqueyrac,2013,T1,2
Corbès,2013,T1,5
Corconne,2013,T1,3
Cornillon,2013,T1,3
Courry,2013,T1,1
Crespian,2013,T1,4
Cros,2013,T1,1
Cruviers-Lascours,2013,T1,1
Deaux,2013,T1,2
Dions,2013,T1,6
Domazan,2013,T1,10
Domessargues,2013,T1,2
Dourbies,2013,T1,2
Durfort-et-Saint-Martin-de-Sossenac,2013,T1,0
Estézargues,2013,T1,1
L'Estréchure,2013,T1,2
Euzet,2013,T1,1
Flaux,2013,T1,2
Foissac,2013,T1,0
Fons,2013,T1,1
Fons-sur-Lussan,2013,T1,0
Fontanès,2013,T1,3
Fontarèches,2013,T1,0
Fournès,2013,T1,8
Fourques,2013,T1,8
Fressac,2013,T1,1
Gagnières,2013,T1,4
Gailhan,2013,T1,1
Gajan,2013,T1,1
Gallargues-le-Montueux,2013,T1,12
Le Garn,2013,T1,2
Garons,2013,T1,22
Garrigues-Sainte-Eulalie,2013,T1,2
Gaujac,2013,T1,1
Générac,2013,T1,9
Générargues,2013,T1,6
Génolhac,2013,T1,23
Goudargues,2013,T1,8
La Grand-Combe,2013,T1,42
Le Grau-du-Roi,2013,T1,383
Issirac,2013,T1,0
Jonquières-Saint-Vincent,2013,T1,8
Junas,2013,T1,8
Lamelouze,2013,T1,1
Langlade,2013,T1,3
Lanuéjols,2013,T1,13
Lasalle,2013,T1,14
Laudun-l'Ardoise,2013,T1,15
Laval-Pradel,2013,T1,2
Laval-Saint-Roman,2013,T1,1
Lecques,2013,T1,1
Lédenon,2013,T1,4
Lédignan,2013,T1,7
Lézan,2013,T1,15
Liouc,2013,T1,0
Lirac,2013,T1,1
Logrian-Florian,2013,T1,0
Lussan,2013,T1,1
Les Mages,2013,T1,7
Malons-et-Elze,2013,T1,9
Mandagout,2013,T1,1
Manduel,2013,T1,59
Marguerittes,2013,T1,78
Martignargues,2013,T1,0
Le Martinet,2013,T1,31
Maruéjols-lès-Gardon,2013,T1,0
Massanes,2013,T1,0
Massillargues-Attuech,2013,T1,4
Mauressargues,2013,T1,0
Méjannes-le-Clap,2013,T1,2
Méjannes-lès-Alès,2013,T1,2
Meynes,2013,T1,14
Meyrannes,2013,T1,4
Mialet,2013,T1,2
Milhaud,2013,T1,76
Molières-Cavaillac,2013,T1,14
Molières-sur-Cèze,2013,T1,10
Monoblet,2013,T1,3
Mons,2013,T1,12
Montaren-et-Saint-Médiers,2013,T1,6
Montclus,2013,T1,2
Montdardier,2013,T1,1
Monteils,2013,T1,0
Montfaucon,2013,T1,1
Montfrin,2013,T1,24
Montignargues,2013,T1,2
Montmirat,2013,T1,0
Montpezat,2013,T1,1
Moulézan,2013,T1,4
Moussac,2013,T1,1
Mus,2013,T1,4
Nages-et-Solorgues,2013,T1,1
Navacelles,2013,T1,0
Ners,2013,T1,6
Nîmes,2013,T1,5637
Orsan,2013,T1,4
Orthoux-Sérignac-Quilhan,2013,T1,2
Parignargues,2013,T1,0
Peyremale,2013,T1,1
Peyrolles,2013,T1,1
Le Pin,2013,T1,0
Les Plans,2013,T1,1
Les Plantiers,2013,T1,9
Pommiers,2013,T1,0
Pompignan,2013,T1,3
Ponteils-et-Brésis,2013,T1,2
Pont-Saint-Esprit,2013,T1,139
Portes,2013,T1,2
Potelières,2013,T1,1
Pougnadoresse,2013,T1,1
Poulx,2013,T1,9
Pouzilhac,2013,T1,1
Puechredon,2013,T1,0
Pujaut,2013,T1,17
Quissac,2013,T1,28
Redessan,2013,T1,14
Remoulins,2013,T1,40
Revens,2013,T1,0
Ribaute-les-Tavernes,2013,T1,3
Rivières,2013,T1,1
Robiac-Rochessadoule,2013,T1,2
Rochefort-du-Gard,2013,T1,33
Rochegude,2013,T1,0
Rogues,2013,T1,1
Roquedur,2013,T1,4
Roquemaure,2013,T1,54
La Roque-sur-Cèze,2013,T1,1
Rousson,2013,T1,4
La Rouvière,2013,T1,0
Sabran,2013,T1,7
Saint-Alexandre,2013,T1,4
Saint-Ambroix,2013,T1,33
Sainte-Anastasie,2013,T1,4
Saint-André-de-Majencoules,2013,T1,5
Saint-André-de-Roquepertuis,2013,T1,1
Saint-André-de-Valborgne,2013,T1,6
Saint-André-d'Olérargues,2013,T1,3
Saint-Bauzély,2013,T1,0
Saint-Bénézet,2013,T1,0
Saint-Bonnet-du-Gard,2013,T1,1
Saint-Bonnet-de-Salendrinque,2013,T1,0
Saint-Brès,2013,T1,3
Saint-Bresson,2013,T1,0
Sainte-Cécile-d'Andorge,2013,T1,1
Saint-Césaire-de-Gauzignan,2013,T1,2
Saint-Chaptes,2013,T1,6
Saint-Christol-de-Rodières,2013,T1,0
Saint-Christol-lez-Alès,2013,T1,26
Saint-Clément,2013,T1,0
Saint-Côme-et-Maruéjols,2013,T1,0
Sainte-Croix-de-Caderle,2013,T1,1
Saint-Denis,2013,T1,0
Saint-Dézéry,2013,T1,2
Saint-Dionisy,2013,T1,5
Saint-Étienne-de-l'Olm,2013,T1,0
Saint-Étienne-des-Sorts,2013,T1,8
Saint-Félix-de-Pallières,2013,T1,2
Saint-Florent-sur-Auzonnet,2013,T1,1
Saint-Geniès-de-Comolas,2013,T1,30
Saint-Geniès-de-Malgoirès,2013,T1,12
Saint-Gervais,2013,T1,2
Saint-Gervasy,2013,T1,11
Saint-Gilles,2013,T1,111
Saint-Hilaire-de-Brethmas,2013,T1,12
Saint-Hilaire-d'Ozilhan,2013,T1,3
Saint-Hippolyte-de-Caton,2013,T1,0
Saint-Hippolyte-de-Montaigu,2013,T1,0
Saint-Hippolyte-du-Fort,2013,T1,61
Saint-Jean-de-Ceyrargues,2013,T1,0
Saint-Jean-de-Crieulon,2013,T1,0
Saint-Jean-de-Maruéjols-et-Avéjan,2013,T1,7
Saint-Jean-de-Serres,2013,T1,1
Saint-Jean-de-Valériscle,2013,T1,2
Saint-Jean-du-Gard,2013,T1,61
Saint-Jean-du-Pin,2013,T1,2
Saint-Julien-de-Cassagnas,2013,T1,3
Saint-Julien-de-la-Nef,2013,T1,2
Saint-Julien-de-Peyrolas,2013,T1,2
Saint-Julien-les-Rosiers,2013,T1,4
Saint-Just-et-Vacquières,2013,T1,0
Saint-Laurent-d'Aigouze,2013,T1,24
Saint-Laurent-de-Carnols,2013,T1,0
Saint-Laurent-des-Arbres,2013,T1,12
Saint-Laurent-la-Vernède,2013,T1,2
Saint-Laurent-le-Minier,2013,T1,8
Saint-Mamert-du-Gard,2013,T1,6
Saint-Marcel-de-Careiret,2013,T1,4
Saint-Martial,2013,T1,0
Saint-Martin-de-Valgalgues,2013,T1,23
Saint-Maurice-de-Cazevieille,2013,T1,6
Saint-Maximin,2013,T1,6
Saint-Michel-d'Euzet,2013,T1,2
Saint-Nazaire,2013,T1,0
Saint-Nazaire-des-Gardies,2013,T1,1
Saint-Paulet-de-Caisson,2013,T1,10
Saint-Paul-la-Coste,2013,T1,2
Saint-Pons-la-Calm,2013,T1,1
Saint-Privat-de-Champclos,2013,T1,4
Saint-Privat-des-Vieux,2013,T1,16
Saint-Quentin-la-Poterie,2013,T1,9
Saint-Roman-de-Codières,2013,T1,3
Saint-Sauveur-Camprieu,2013,T1,3
Saint-Sébastien-d'Aigrefeuille,2013,T1,1
Saint-Siffret,2013,T1,4
Saint-Théodorit,2013,T1,0
Saint-Victor-des-Oules,2013,T1,0
Saint-Victor-la-Coste,2013,T1,6
Saint-Victor-de-Malcap,2013,T1,1
Salazac,2013,T1,5
Salindres,2013,T1,12
Salinelles,2013,T1,4
Les Salles-du-Gardon,2013,T1,6
Sanilhac-Sagriès,2013,T1,0
Sardan,2013,T1,1
Saumane,2013,T1,1
Sauve,2013,T1,36
Sauveterre,2013,T1,6
Sauzet,2013,T1,3
Savignargues,2013,T1,1
Saze,2013,T1,7
Sénéchas,2013,T1,0
Sernhac,2013,T1,9
Servas,2013,T1,0
Serviers-et-Labaume,2013,T1,2
Seynes,2013,T1,0
Sommières,2013,T1,56
Soudorgues,2013,T1,1
Soustelle,2013,T1,1
Souvignargues,2013,T1,1
Sumène,2013,T1,6
Tavel,2013,T1,13
Tharaux,2013,T1,0
Théziers,2013,T1,2
Thoiras,2013,T1,7
Tornac,2013,T1,2
Tresques,2013,T1,4
Trèves,2013,T1,2
Uchaud,2013,T1,21
Uzès,2013,T1,198
Vabres,2013,T1,1
Vallabrègues,2013,T1,3
Vallabrix,2013,T1,1
Vallérargues,2013,T1,1
Val-d'Aigoual,2013,T1,8
Valliguières,2013,T1,2
Vauvert,2013,T1,60
Vénéjan,2013,T1,4
Verfeuil,2013,T1,15
Vergèze,2013,T1,8
La Vernarède,2013,T1,1
Vers-Pont-du-Gard,2013,T1,7
Vestric-et-Candiac,2013,T1,5
Vézénobres,2013,T1,13
Vic-le-Fesq,2013,T1,4
Le Vigan,2013,T1,66
Villeneuve-lès-Avignon,2013,T1,239
Villevieille,2013,T1,9
Vissec,2013,T1,0
Montagnac,2013,T1,0
Saint-Paul-les-Fonts,2013,T1,0
Rodilhan,2013,T1,84
Abeilhan,2013,T1,1
Adissan,2013,T1,2
Agde,2013,T1,484
Agel,2013,T1,1
Agonès,2013,T1,0
Aigne,2013,T1,0
Aigues-Vives,2013,T1,2
Les Aires,2013,T1,2
Alignan-du-Vent,2013,T1,8
Aniane,2013,T1,38
Arboras,2013,T1,3
Argelliers,2013,T1,12
Aspiran,2013,T1,5
Assas,2013,T1,9
Assignan,2013,T1,2
Aumelas,2013,T1,1
Aumes,2013,T1,3
Autignac,2013,T1,3
Avène,2013,T1,4
Azillanet,2013,T1,2
Babeau-Bouldoux,2013,T1,0
Baillargues,2013,T1,28
Balaruc-les-Bains,2013,T1,193
Balaruc-le-Vieux,2013,T1,6
Bassan,2013,T1,0
Beaufort,2013,T1,7
Beaulieu,2013,T1,2
Bédarieux,2013,T1,106
Bélarga,2013,T1,1
Berlou,2013,T1,0
Bessan,2013,T1,21
Béziers,2013,T1,1287
Boisseron,2013,T1,4
Boisset,2013,T1,0
La Boissière,2013,T1,3
Le Bosc,2013,T1,5
Boujan-sur-Libron,2013,T1,14
Le Bousquet-d'Orb,2013,T1,0
Bouzigues,2013,T1,32
Brenas,2013,T1,0
Brignac,2013,T1,0
Brissac,2013,T1,3
Buzignargues,2013,T1,0
Cabrerolles,2013,T1,3
Cabrières,2013,T1,2
Cambon-et-Salvergues,2013,T1,0
Campagnan,2013,T1,1
Campagne,2013,T1,2
Camplong,2013,T1,0
Candillargues,2013,T1,3
Canet,2013,T1,6
Capestang,2013,T1,11
Carlencas-et-Levas,2013,T1,0
Cassagnoles,2013,T1,3
Castanet-le-Haut,2013,T1,0
Castelnau-de-Guers,2013,T1,8
Castelnau-le-Lez,2013,T1,435
Castries,2013,T1,57
La Caunette,2013,T1,2
Causse-de-la-Selle,2013,T1,1
Causses-et-Veyran,2013,T1,0
Caussiniojouls,2013,T1,0
Caux,2013,T1,4
Le Caylar,2013,T1,9
Cazedarnes,2013,T1,0
Cazevieille,2013,T1,0
Cazilhac,2013,T1,8
Cazouls-d'Hérault,2013,T1,1
Cazouls-lès-Béziers,2013,T1,12
Cébazan,2013,T1,1
Ceilhes-et-Rocozels,2013,T1,0
Celles,2013,T1,1
Cers,2013,T1,4
Cessenon-sur-Orb,2013,T1,5
Cesseras,2013,T1,0
Ceyras,2013,T1,8
Clapiers,2013,T1,24
Claret,2013,T1,2
Clermont-l'Hérault,2013,T1,110
Colombières-sur-Orb,2013,T1,2
Colombiers,2013,T1,9
Combaillaux,2013,T1,5
Combes,2013,T1,3
Corneilhan,2013,T1,0
Coulobres,2013,T1,3
Courniou,2013,T1,0
Cournonsec,2013,T1,12
Cournonterral,2013,T1,43
Creissan,2013,T1,5
Le Crès,2013,T1,27
Le Cros,2013,T1,0
Cruzy,2013,T1,1
Dio-et-Valquières,2013,T1,5
Espondeilhan,2013,T1,4
Fabrègues,2013,T1,34
Faugères,2013,T1,3
Félines-Minervois,2013,T1,2
Ferrals-les-Montagnes,2013,T1,0
Ferrières-les-Verreries,2013,T1,0
Ferrières-Poussarou,2013,T1,0
Florensac,2013,T1,20
Fontanès,2013,T1,0
Fontès,2013,T1,6
Fos,2013,T1,0
Fouzilhon,2013,T1,0
Fozières,2013,T1,0
Fraisse-sur-Agout,2013,T1,2
Frontignan,2013,T1,72
Gabian,2013,T1,4
Galargues,2013,T1,1
Ganges,2013,T1,80
Garrigues,2013,T1,0
Gigean,2013,T1,30
Gignac,2013,T1,76
Gorniès,2013,T1,0
Grabels,2013,T1,593
Graissessac,2013,T1,2
Guzargues,2013,T1,0
Hérépian,2013,T1,3
Jacou,2013,T1,41
Joncels,2013,T1,2
Jonquières,2013,T1,0
Juvignac,2013,T1,96
Lacoste,2013,T1,0
Lagamas,2013,T1,1
Lamalou-les-Bains,2013,T1,46
Lansargues,2013,T1,13
Laroque,2013,T1,5
Lattes,2013,T1,262
Laurens,2013,T1,0
Lauret,2013,T1,2
Lauroux,2013,T1,0
Lavalette,2013,T1,0
Lavérune,2013,T1,12
Lespignan,2013,T1,6
Lézignan-la-Cèbe,2013,T1,3
Liausson,2013,T1,0
Lieuran-Cabrières,2013,T1,1
Lieuran-lès-Béziers,2013,T1,0
Lignan-sur-Orb,2013,T1,3
La Livinière,2013,T1,0
Lodève,2013,T1,63
Loupian,2013,T1,12
Lunas,2013,T1,3
Lunel,2013,T1,370
Lunel-Viel,2013,T1,13
Magalas,2013,T1,6
Maraussan,2013,T1,14
Margon,2013,T1,1
Marseillan,2013,T1,77
Marsillargues,2013,T1,48
Mas-de-Londres,2013,T1,5
Les Matelles,2013,T1,3
Mauguio,2013,T1,667
Maureilhan,2013,T1,3
Mérifons,2013,T1,3
Mèze,2013,T1,124
Minerve,2013,T1,2
Mireval,2013,T1,10
Mons,2013,T1,2
Montady,2013,T1,9
Montagnac,2013,T1,22
Montarnaud,2013,T1,9
Montaud,2013,T1,3
Montbazin,2013,T1,19
Montblanc,2013,T1,9
Montels,2013,T1,0
Montesquieu,2013,T1,0
Montferrier-sur-Lez,2013,T1,57
Montouliers,2013,T1,2
Montoulieu,2013,T1,0
Montpellier,2013,T1,26349
Montpeyroux,2013,T1,4
Moulès-et-Baucels,2013,T1,8
Mourèze,2013,T1,2
Mudaison,2013,T1,9
Murles,2013,T1,2
Murviel-lès-Béziers,2013,T1,7
Murviel-lès-Montpellier,2013,T1,9
Nébian,2013,T1,3
Neffiès,2013,T1,2
Nézignan-l'Évêque,2013,T1,1
Nissan-lez-Enserune,2013,T1,19
Nizas,2013,T1,4
Notre-Dame-de-Londres,2013,T1,1
Octon,2013,T1,6
Olargues,2013,T1,5
Olmet-et-Villecun,2013,T1,0
Olonzac,2013,T1,8
Oupia,2013,T1,0
Pailhès,2013,T1,0
Palavas-les-Flots,2013,T1,286
Pardailhan,2013,T1,2
Paulhan,2013,T1,11
Pégairolles-de-Buèges,2013,T1,0
Pégairolles-de-l'Escalette,2013,T1,0
Péret,2013,T1,3
Pérols,2013,T1,48
Pézenas,2013,T1,182
Pézènes-les-Mines,2013,T1,2
Pierrerue,2013,T1,2
Pignan,2013,T1,44
Pinet,2013,T1,4
Plaissan,2013,T1,6
Les Plans,2013,T1,1
Poilhes,2013,T1,4
Pomérols,2013,T1,9
Popian,2013,T1,0
Portiragnes,2013,T1,13
Le Pouget,2013,T1,5
Le Poujol-sur-Orb,2013,T1,4
Poujols,2013,T1,0
Poussan,2013,T1,37
Pouzolles,2013,T1,3
Pouzols,2013,T1,0
Le Pradal,2013,T1,0
Prades-le-Lez,2013,T1,32
Prades-sur-Vernazobre,2013,T1,1
Prémian,2013,T1,0
Le Puech,2013,T1,0
Puéchabon,2013,T1,5
Puilacher,2013,T1,0
Puimisson,2013,T1,0
Puissalicon,2013,T1,1
Puisserguier,2013,T1,5
Quarante,2013,T1,8
Restinclières,2013,T1,1
Rieussec,2013,T1,1
Riols,2013,T1,1
Les Rives,2013,T1,1
Romiguières,2013,T1,1
Roquebrun,2013,T1,3
Roqueredonde,2013,T1,3
Roquessels,2013,T1,0
Rosis,2013,T1,2
Rouet,2013,T1,0
Roujan,2013,T1,10
Saint-André-de-Buèges,2013,T1,1
Saint-André-de-Sangonis,2013,T1,27
Saint-Aunès,2013,T1,28
Saint-Bauzille-de-la-Sylve,2013,T1,1
Saint-Bauzille-de-Montmel,2013,T1,1
Saint-Bauzille-de-Putois,2013,T1,9
Saint-Brès,2013,T1,39
Saint-Chinian,2013,T1,8
Entre-Vignes,2013,T1,3
Saint-Clément-de-Rivière,2013,T1,354
Sainte-Croix-de-Quintillargues,2013,T1,0
Saint-Drézéry,2013,T1,4
Saint-Étienne-d'Albagnan,2013,T1,5
Saint-Étienne-de-Gourgas,2013,T1,0
Saint-Étienne-Estréchoux,2013,T1,0
Saint-Félix-de-l'Héras,2013,T1,1
Saint-Félix-de-Lodez,2013,T1,7
Saint-Gély-du-Fesc,2013,T1,59
Saint-Geniès-des-Mourgues,2013,T1,8
Saint-Geniès-de-Varensal,2013,T1,2
Saint-Geniès-de-Fontedit,2013,T1,2
Saint-Georges-d'Orques,2013,T1,37
Saint-Gervais-sur-Mare,2013,T1,4
Saint-Guilhem-le-Désert,2013,T1,10
Saint-Guiraud,2013,T1,0
Saint-Hilaire-de-Beauvoir,2013,T1,0
Saint-Jean-de-Buèges,2013,T1,1
Saint-Jean-de-Cornies,2013,T1,0
Saint-Jean-de-Cuculles,2013,T1,1
Saint-Jean-de-Fos,2013,T1,10
Saint-Jean-de-la-Blaquière,2013,T1,7
Saint-Jean-de-Minervois,2013,T1,1
Saint-Jean-de-Védas,2013,T1,43
Saint-Julien,2013,T1,2
Saint-Just,2013,T1,8
Saint-Martin-de-l'Arçon,2013,T1,0
Saint-Martin-de-Londres,2013,T1,24
Saint-Mathieu-de-Tréviers,2013,T1,21
Saint-Maurice-Navacelles,2013,T1,1
Saint-Michel,2013,T1,0
Saint-Nazaire-de-Ladarez,2013,T1,6
Saint-Nazaire-de-Pézan,2013,T1,1
Saint-Pargoire,2013,T1,5
Saint-Paul-et-Valmalle,2013,T1,3
Saint-Pierre-de-la-Fage,2013,T1,1
Saint-Pons-de-Thomières,2013,T1,18
Saint-Pons-de-Mauchiens,2013,T1,3
Saint-Privat,2013,T1,3
Saint-Saturnin-de-Lucian,2013,T1,1
Saint-Sériès,2013,T1,0
Saint-Thibéry,2013,T1,11
Saint-Vincent-de-Barbeyrargues,2013,T1,3
Saint-Vincent-d'Olargues,2013,T1,4
Salasc,2013,T1,1
La Salvetat-sur-Agout,2013,T1,2
Saturargues,2013,T1,3
Saussan,2013,T1,2
Saussines,2013,T1,1
Sauteyrargues,2013,T1,3
Sauvian,2013,T1,3
Sérignan,2013,T1,43
Servian,2013,T1,18
Sète,2013,T1,1113
Siran,2013,T1,0
Sorbs,2013,T1,0
Soubès,2013,T1,1
Le Soulié,2013,T1,1
Soumont,2013,T1,1
Sussargues,2013,T1,6
Taussac-la-Billière,2013,T1,1
Teyran,2013,T1,14
Thézan-lès-Béziers,2013,T1,7
Tourbes,2013,T1,1
La Tour-sur-Orb,2013,T1,5
Tressan,2013,T1,2
Le Triadou,2013,T1,3
Usclas-d'Hérault,2013,T1,1
Usclas-du-Bosc,2013,T1,0
La Vacquerie-et-Saint-Martin-de-Castries,2013,T1,5
Vacquières,2013,T1,4
Vailhan,2013,T1,0
Vailhauquès,2013,T1,8
Valergues,2013,T1,9
Valflaunès,2013,T1,2
Valmascle,2013,T1,1
Valras-Plage,2013,T1,53
Valros,2013,T1,5
Vélieux,2013,T1,3
Vendargues,2013,T1,105
Vendémian,2013,T1,5
Vendres,2013,T1,4
Verreries-de-Moussans,2013,T1,1
Vias,2013,T1,26
Vic-la-Gardiole,2013,T1,35
Vieussan,2013,T1,2
Villemagne-l'Argentière,2013,T1,0
Villeneuve-lès-Béziers,2013,T1,21
Villeneuve-lès-Maguelone,2013,T1,92
Villeneuvette,2013,T1,1
Villespassans,2013,T1,1
Villetelle,2013,T1,2
Villeveyrac,2013,T1,6
Viols-en-Laval,2013,T1,0
Viols-le-Fort,2013,T1,10
La Grande-Motte,2013,T1,906
Aigaliers,2022,T2,11
Aigremont,2022,T2,13
Aigues-Mortes,2022,T2,435
Aigues-Vives,2022,T2,64
Aiguèze,2022,T2,12
Aimargues,2022,T2,216
Alès,2022,T2,3314
Allègre-les-Fumades,2022,T2,14
Alzon,2022,T2,13
Anduze,2022,T2,250
Les Angles,2022,T2,659
Aramon,2022,T2,172
Argilliers,2022,T2,6
Arpaillargues-et-Aureillac,2022,T2,19
Arphy,2022,T2,8
Arre,2022,T2,12
Arrigas,2022,T2,11
Aspères,2022,T2,9
Aubais,2022,T2,62
Aubord,2022,T2,43
Aubussargues,2022,T2,2
Aujac,2022,T2,5
Aujargues,2022,T2,13
Aulas,2022,T2,30
Aumessas,2022,T2,12
Avèze,2022,T2,45
Bagard,2022,T2,34
Bagnols-sur-Cèze,2022,T2,1268
Barjac,2022,T2,77
Baron,2022,T2,5
La Bastide-d'Engras,2022,T2,3
Beaucaire,2022,T2,985
Beauvoisin,2022,T2,153
Bellegarde,2022,T2,273
Belvézet,2022,T2,7
Bernis,2022,T2,79
Bessèges,2022,T2,167
Bez-et-Esparon,2022,T2,10
Bezouce,2022,T2,109
Blandas,2022,T2,4
Blauzac,2022,T2,20
Boisset-et-Gaujac,2022,T2,41
Boissières,2022,T2,7
Bonnevaux,2022,T2,11
Bordezac,2022,T2,7
Boucoiran-et-Nozières,2022,T2,25
Bouillargues,2022,T2,215
Bouquet,2022,T2,4
Bourdic,2022,T2,7
Bragassargues,2022,T2,2
Branoux-les-Taillades,2022,T2,18
Bréau-Mars,2022,T2,24
Brignon,2022,T2,23
Brouzet-lès-Quissac,2022,T2,9
Brouzet-lès-Alès,2022,T2,24
La Bruguière,2022,T2,4
Cabrières,2022,T2,44
La Cadière-et-Cambo,2022,T2,8
Le Cailar,2022,T2,62
Caissargues,2022,T2,156
La Calmette,2022,T2,70
Calvisson,2022,T2,232
Campestre-et-Luc,2022,T2,6
Canaules-et-Argentières,2022,T2,9
Cannes-et-Clairan,2022,T2,12
La Capelle-et-Masmolène,2022,T2,5
Cardet,2022,T2,14
Carnas,2022,T2,12
Carsan,2022,T2,10
Cassagnoles,2022,T2,8
Castelnau-Valence,2022,T2,11
Castillon-du-Gard,2022,T2,26
Causse-Bégon,2022,T2,0
Caveirac,2022,T2,137
Cavillargues,2022,T2,24
Cendras,2022,T2,45
Chambon,2022,T2,11
Chamborigaud,2022,T2,47
Chusclan,2022,T2,40
Clarensac,2022,T2,98
Codognan,2022,T2,50
Codolet,2022,T2,31
Collias,2022,T2,42
Collorgues,2022,T2,7
Colognac,2022,T2,9
Combas,2022,T2,20
Comps,2022,T2,23
Concoules,2022,T2,9
Congénies,2022,T2,56
Connaux,2022,T2,39
Conqueyrac,2022,T2,2
Corconne,2022,T2,18
Cornillon,2022,T2,26
Courry,2022,T2,10
Crespian,2022,T2,3
Cros,2022,T2,10
Cruviers-Lascours,2022,T2,8
Deaux,2022,T2,15
Dions,2022,T2,23
Domazan,2022,T2,26
Domessargues,2022,T2,18
Dourbies,2022,T2,17
Durfort-et-Saint-Martin-de-Sossenac,2022,T2,15
Estézargues,2022,T2,11
L'Estréchure,2022,T2,3
Euzet,2022,T2,6
Flaux,2022,T2,3
Foissac,2022,T2,3
Fons,2022,T2,21
Fons-sur-Lussan,2022,T2,9
Fontanès,2022,T2,24
Fontarèches,2022,T2,3
Fournès,2022,T2,26
Fourques,2022,T2,150
Fressac,2022,T2,2
Gagnières,2022,T2,48
Gailhan,2022,T2,2
Gajan,2022,T2,11
Gallargues-le-Montueux,2022,T2,122
Le Garn,2022,T2,5
Garons,2022,T2,190
Garrigues-Sainte-Eulalie,2022,T2,8
Gaujac,2022,T2,9
Générac,2022,T2,180
Générargues,2022,T2,18
Génolhac,2022,T2,30
Goudargues,2022,T2,37
