LIBGEO,AN,LOG,TYPE_HABITAT,NOMBRE
Pailhès,2014,287,Appartements,27
Palavas-les-Flots,2014,8034,Appartements,6196
Pardailhan,2014,231,Appartements,9
Paulhan,2014,1891,Appartements,244
Pégairolles-de-Buèges,2014,83,Appartements,2
Pégairolles-de-l'Escalette,2014,159,Appartements,11
Péret,2014,583,Appartements,36
Pérols,2014,4352,Appartements,908
Pézenas,2014,5073,Appartements,2429
Pézènes-les-Mines,2014,182,Appartements,10
Pierrerue,2014,223,Appartements,2
Pignan,2014,2820,Appartements,663
Pinet,2014,795,Appartements,64
Plaissan,2014,531,Appartements,48
Les Plans,2014,202,Appartements,7
Poilhes,2014,335,Appartements,47
Pomérols,2014,1310,Appartements,101
Popian,2014,176,Appartements,19
Portiragnes,2014,4255,Appartements,278
Le Pouget,2014,955,Appartements,96
Le Poujol-sur-Orb,2014,687,Appartements,97
Poujols,2014,103,Appartements,6
Poussan,2014,2614,Appartements,550
Pouzolles,2014,648,Appartements,38
Pouzols,2014,419,Appartements,27
Le Pradal,2014,160,Appartements,6
Prades-le-Lez,2014,2175,Appartements,520
Prades-sur-Vernazobre,2014,240,Appartements,10
Prémian,2014,411,Appartements,31
Le Puech,2014,152,Appartements,15
Puéchabon,2014,300,Appartements,17
Puilacher,2014,186,Appartements,3
Puimisson,2014,532,Appartements,38
Puissalicon,2014,698,Appartements,21
Puisserguier,2014,1587,Appartements,179
Quarante,2014,1042,Appartements,90
Restinclières,2014,691,Appartements,74
Rieussec,2014,104,Appartements,3
Riols,2014,642,Appartements,30
Les Rives,2014,107,Appartements,4
Romiguières,2014,24,Appartements,2
Roquebrun,2014,632,Appartements,42
Roqueredonde,2014,116,Appartements,17
Roquessels,2014,75,Appartements,0
Rosis,2014,312,Appartements,25
Rouet,2014,41,Appartements,2
Roujan,2014,1235,Appartements,99
Saint-André-de-Buèges,2014,53,Appartements,5
Saint-André-de-Sangonis,2014,2578,Appartements,415
Saint-Aunès,2014,1280,Appartements,277
Saint-Bauzille-de-la-Sylve,2014,414,Appartements,29
Saint-Bauzille-de-Montmel,2014,456,Appartements,46
Saint-Bauzille-de-Putois,2014,1027,Appartements,113
Saint-Brès,2014,1240,Appartements,289
Saint-Chinian,2014,1306,Appartements,235
Entre-Vignes,2014,951,Appartements,84
Saint-Clément-de-Rivière,2014,2211,Appartements,563
Sainte-Croix-de-Quintillargues,2014,296,Appartements,23
Saint-Drézéry,2014,922,Appartements,128
Saint-Étienne-d'Albagnan,2014,287,Appartements,7
Saint-Étienne-de-Gourgas,2014,277,Appartements,16
Saint-Étienne-Estréchoux,2014,251,Appartements,84
Saint-Félix-de-l'Héras,2014,38,Appartements,3
Saint-Félix-de-Lodez,2014,540,Appartements,70
Saint-Gély-du-Fesc,2014,4074,Appartements,541
Saint-Geniès-des-Mourgues,2014,832,Appartements,83
Saint-Geniès-de-Varensal,2014,145,Appartements,13
Saint-Geniès-de-Fontedit,2014,872,Appartements,33
Saint-Georges-d'Orques,2014,2636,Appartements,835
Saint-Gervais-sur-Mare,2014,741,Appartements,41
Saint-Guilhem-le-Désert,2014,247,Appartements,46
Saint-Guiraud,2014,134,Appartements,3
Saint-Hilaire-de-Beauvoir,2014,172,Appartements,17
Saint-Jean-de-Buèges,2014,195,Appartements,39
Saint-Jean-de-Cornies,2014,262,Appartements,2
Saint-Jean-de-Cuculles,2014,196,Appartements,15
Saint-Jean-de-Fos,2014,912,Appartements,58
Saint-Jean-de-la-Blaquière,2014,386,Appartements,32
Saint-Jean-de-Minervois,2014,150,Appartements,4
Saint-Jean-de-Védas,2014,3715,Appartements,626
Saint-Julien,2014,233,Appartements,6
Saint-Just,2014,1267,Appartements,172
Saint-Martin-de-l'Arçon,2014,154,Appartements,6
Saint-Martin-de-Londres,2014,1200,Appartements,182
Saint-Mathieu-de-Tréviers,2014,1867,Appartements,493
Saint-Maurice-Navacelles,2014,205,Appartements,16
Saint-Michel,2014,69,Appartements,0
Saint-Nazaire-de-Ladarez,2014,289,Appartements,10
Saint-Nazaire-de-Pézan,2014,284,Appartements,41
Saint-Pargoire,2014,1129,Appartements,87
Saint-Paul-et-Valmalle,2014,482,Appartements,62
Saint-Pierre-de-la-Fage,2014,86,Appartements,9
Saint-Pons-de-Thomières,2014,1436,Appartements,444
Saint-Pons-de-Mauchiens,2014,419,Appartements,36
Saint-Privat,2014,325,Appartements,12
Saint-Saturnin-de-Lucian,2014,188,Appartements,16
Saint-Sériès,2014,378,Appartements,32
Saint-Thibéry,2014,1309,Appartements,226
Saint-Vincent-de-Barbeyrargues,2014,288,Appartements,24
Saint-Vincent-d'Olargues,2014,328,Appartements,4
Salasc,2014,205,Appartements,13
La Salvetat-sur-Agout,2014,1627,Appartements,229
Saturargues,2014,375,Appartements,46
Saussan,2014,583,Appartements,50
Saussines,2014,453,Appartements,42
Sauteyrargues,2014,182,Appartements,24
Sauvian,2014,2315,Appartements,230
Sérignan,2014,5038,Appartements,938
Servian,2014,2285,Appartements,259
Sète,2014,31245,Appartements,25147
Siran,2014,548,Appartements,17
Sorbs,2014,64,Appartements,4
Soubès,2014,529,Appartements,59
Le Soulié,2014,270,Appartements,20
Soumont,2014,163,Appartements,37
Sussargues,2014,1085,Appartements,125
Taussac-la-Billière,2014,306,Appartements,41
Teyran,2014,1927,Appartements,155
Thézan-lès-Béziers,2014,1445,Appartements,196
Tourbes,2014,818,Appartements,69
La Tour-sur-Orb,2014,858,Appartements,48
Tressan,2014,350,Appartements,17
Le Triadou,2014,185,Appartements,29
Usclas-d'Hérault,2014,191,Appartements,5
Usclas-du-Bosc,2014,121,Appartements,9
La Vacquerie-et-Saint-Martin-de-Castries,2014,186,Appartements,10
Vacquières,2014,447,Appartements,16
Vailhan,2014,114,Appartements,5
Vailhauquès,2014,1008,Appartements,69
Valergues,2014,816,Appartements,94
Valflaunès,2014,357,Appartements,32
Valmascle,2014,28,Appartements,0
Valras-Plage,2014,9031,Appartements,4635
Valros,2014,816,Appartements,86
Vélieux,2014,67,Appartements,4
Vendargues,2014,2826,Appartements,731
Vendémian,2014,501,Appartements,29
Vendres,2014,2344,Appartements,139
Verreries-de-Moussans,2014,116,Appartements,1
Vias,2014,5369,Appartements,918
Vic-la-Gardiole,2014,2261,Appartements,198
Vieussan,2014,319,Appartements,11
Villemagne-l'Argentière,2014,286,Appartements,17
Villeneuve-lès-Béziers,2014,2415,Appartements,539
Villeneuve-lès-Maguelone,2014,3981,Appartements,1049
Villeneuvette,2014,60,Appartements,9
Villespassans,2014,126,Appartements,2
Villetelle,2014,560,Appartements,32
Villeveyrac,2014,1653,Appartements,121
Viols-en-Laval,2014,99,Appartements,23
Viols-le-Fort,2014,536,Appartements,72
La Grande-Motte,2014,20550,Appartements,18662
Aigaliers,2013,287,Appartements,6
Aigremont,2013,350,Appartements,12
Aigues-Mortes,2013,5010,Appartements,1248
Aigues-Vives,2013,1425,Appartements,174
Aiguèze,2013,218,Appartements,44
Aimargues,2013,2432,Appartements,427
Alès,2013,24111,Appartements,15517
Allègre-les-Fumades,2013,583,Appartements,83
Alzon,2013,278,Appartements,22
Anduze,2013,2268,Appartements,1006
Les Angles,2013,4575,Appartements,1629
Aramon,2013,1892,Appartements,470
Argilliers,2013,193,Appartements,7
Arpaillargues-et-Aureillac,2013,564,Appartements,28
Arphy,2013,185,Appartements,3
Arre,2013,237,Appartements,71
Arrigas,2013,255,Appartements,19
Aspères,2013,232,Appartements,17
Aubais,2013,1291,Appartements,143
Aubord,2013,957,Appartements,78
Aubussargues,2013,220,Appartements,8
Aujac,2013,189,Appartements,3
Aujargues,2013,436,Appartements,28
Aulas,2013,397,Appartements,90
Aumessas,2013,329,Appartements,17
Avèze,2013,685,Appartements,176
Bagard,2013,1115,Appartements,97
Bagnols-sur-Cèze,2013,9771,Appartements,5617
Barjac,2013,1091,Appartements,269
Baron,2013,188,Appartements,20
La Bastide-d'Engras,2013,150,Appartements,2
Beaucaire,2013,7347,Appartements,3363
Beauvoisin,2013,1871,Appartements,237
Bellegarde,2013,2869,Appartements,534
Belvézet,2013,216,Appartements,10
Bernis,2013,1398,Appartements,151
Bessèges,2013,2183,Appartements,1364
Bez-et-Esparon,2013,295,Appartements,58
Bezouce,2013,994,Appartements,158
Blandas,2013,144,Appartements,7
Blauzac,2013,635,Appartements,37
Boisset-et-Gaujac,2013,1083,Appartements,84
Boissières,2013,221,Appartements,5
Bonnevaux,2013,101,Appartements,4
Bordezac,2013,277,Appartements,75
Boucoiran-et-Nozières,2013,426,Appartements,68
Bouillargues,2013,2669,Appartements,346
Bouquet,2013,215,Appartements,1
Bourdic,2013,214,Appartements,21
Bragassargues,2013,90,Appartements,9
Branoux-les-Taillades,2013,838,Appartements,199
Bréau-Mars,2013,476,Appartements,39
Brignon,2013,404,Appartements,81
Brouzet-lès-Quissac,2013,145,Appartements,14
Brouzet-lès-Alès,2013,387,Appartements,64
La Bruguière,2013,233,Appartements,8
Cabrières,2013,688,Appartements,75
La Cadière-et-Cambo,2013,147,Appartements,7
Le Cailar,2013,1129,Appartements,102
Caissargues,2013,1725,Appartements,189
La Calmette,2013,1001,Appartements,177
Calvisson,2013,2864,Appartements,645
Campestre-et-Luc,2013,148,Appartements,11
Canaules-et-Argentières,2013,210,Appartements,13
Cannes-et-Clairan,2013,258,Appartements,28
La Capelle-et-Masmolène,2013,282,Appartements,6
Cardet,2013,434,Appartements,41
Carnas,2013,252,Appartements,13
Carsan,2013,320,Appartements,16
Cassagnoles,2013,211,Appartements,10
Castelnau-Valence,2013,219,Appartements,6
Castillon-du-Gard,2013,841,Appartements,61
Causse-Bégon,2013,12,Appartements,0
Caveirac,2013,1730,Appartements,196
Cavillargues,2013,463,Appartements,63
Cendras,2013,1033,Appartements,473
Chambon,2013,315,Appartements,26
Chamborigaud,2013,690,Appartements,201
Chusclan,2013,469,Appartements,59
Clarensac,2013,1700,Appartements,185
Codognan,2013,1086,Appartements,128
Codolet,2013,327,Appartements,69
Collias,2013,728,Appartements,61
Collorgues,2013,248,Appartements,9
Colognac,2013,211,Appartements,28
Combas,2013,315,Appartements,28
Comps,2013,742,Appartements,47
Concoules,2013,337,Appartements,74
Congénies,2013,753,Appartements,56
Connaux,2013,807,Appartements,76
Conqueyrac,2013,54,Appartements,8
Corbès,2013,99,Appartements,26
Corconne,2013,322,Appartements,31
Cornillon,2013,539,Appartements,69
Courry,2013,233,Appartements,7
Crespian,2013,172,Appartements,14
Cros,2013,237,Appartements,5
Cruviers-Lascours,2013,303,Appartements,26
Deaux,2013,281,Appartements,12
Dions,2013,324,Appartements,41
Domazan,2013,447,Appartements,61
Domessargues,2013,273,Appartements,13
Dourbies,2013,519,Appartements,25
Durfort-et-Saint-Martin-de-Sossenac,2013,507,Appartements,28
Estézargues,2013,234,Appartements,31
L'Estréchure,2013,232,Appartements,15
Euzet,2013,225,Appartements,15
Flaux,2013,226,Appartements,2
Foissac,2013,212,Appartements,28
Fons,2013,565,Appartements,46
Fons-sur-Lussan,2013,193,Appartements,2
Fontanès,2013,316,Appartements,37
Fontarèches,2013,172,Appartements,5
Fournès,2013,469,Appartements,26
Fourques,2013,1349,Appartements,237
Fressac,2013,111,Appartements,17
Gagnières,2013,745,Appartements,278
Gailhan,2013,121,Appartements,9
Gajan,2013,334,Appartements,42
Gallargues-le-Montueux,2013,1849,Appartements,264
Le Garn,2013,193,Appartements,27
Garons,2013,1890,Appartements,354
Garrigues-Sainte-Eulalie,2013,397,Appartements,35
Gaujac,2013,535,Appartements,25
Générac,2013,1826,Appartements,319
Générargues,2013,454,Appartements,88
Génolhac,2013,800,Appartements,194
Goudargues,2013,737,Appartements,125
La Grand-Combe,2013,2985,Appartements,2071
Le Grau-du-Roi,2013,23621,Appartements,20784
Issirac,2013,201,Appartements,19
Jonquières-Saint-Vincent,2013,1552,Appartements,199
Junas,2013,563,Appartements,34
Lamelouze,2013,111,Appartements,8
Langlade,2013,945,Appartements,60
Lanuéjols,2013,472,Appartements,85
Lasalle,2013,968,Appartements,276
Laudun-l'Ardoise,2013,2411,Appartements,478
Laval-Pradel,2013,656,Appartements,50
Laval-Saint-Roman,2013,146,Appartements,5
Lecques,2013,195,Appartements,12
Lédenon,2013,653,Appartements,44
Lédignan,2013,694,Appartements,152
Lézan,2013,759,Appartements,156
Liouc,2013,131,Appartements,8
Lirac,2013,430,Appartements,46
Logrian-Florian,2013,162,Appartements,6
Lussan,2013,445,Appartements,38
Les Mages,2013,1034,Appartements,79
Malons-et-Elze,2013,188,Appartements,1
Mandagout,2013,376,Appartements,6
Manduel,2013,2717,Appartements,330
Marguerittes,2013,3801,Appartements,509
Martignargues,2013,200,Appartements,3
Le Martinet,2013,623,Appartements,291
Maruéjols-lès-Gardon,2013,131,Appartements,17
Massanes,2013,102,Appartements,5
Massillargues-Attuech,2013,387,Appartements,48
Mauressargues,2013,75,Appartements,7
Méjannes-le-Clap,2013,822,Appartements,125
Méjannes-lès-Alès,2013,535,Appartements,47
Meynes,2013,1102,Appartements,138
Meyrannes,2013,592,Appartements,135
Mialet,2013,637,Appartements,76
Milhaud,2013,2522,Appartements,488
Molières-Cavaillac,2013,497,Appartements,62
Molières-sur-Cèze,2013,998,Appartements,561
Monoblet,2013,434,Appartements,35
Mons,2013,756,Appartements,42
Montaren-et-Saint-Médiers,2013,850,Appartements,72
Montclus,2013,204,Appartements,41
Montdardier,2013,204,Appartements,17
Monteils,2013,272,Appartements,9
Montfaucon,2013,641,Appartements,58
Montfrin,2013,1578,Appartements,211
Montignargues,2013,240,Appartements,19
Montmirat,2013,166,Appartements,7
Montpezat,2013,467,Appartements,41
Moulézan,2013,297,Appartements,43
Moussac,2013,641,Appartements,80
Mus,2013,585,Appartements,45
Nages-et-Solorgues,2013,698,Appartements,32
Navacelles,2013,181,Appartements,14
Ners,2013,393,Appartements,31
Nîmes,2013,80099,Appartements,55093
Orsan,2013,509,Appartements,34
Orthoux-Sérignac-Quilhan,2013,253,Appartements,23
Parignargues,2013,270,Appartements,19
Peyremale,2013,273,Appartements,9
Peyrolles,2013,45,Appartements,5
Le Pin,2013,208,Appartements,11
Les Plans,2013,118,Appartements,11
Les Plantiers,2013,303,Appartements,75
Pommiers,2013,58,Appartements,0
Pompignan,2013,488,Appartements,21
Ponteils-et-Brésis,2013,314,Appartements,1
Pont-Saint-Esprit,2013,5383,Appartements,2238
Portes,2013,272,Appartements,93
Potelières,2013,188,Appartements,20
Pougnadoresse,2013,139,Appartements,1
Poulx,2013,1593,Appartements,111
Pouzilhac,2013,318,Appartements,28
Puechredon,2013,19,Appartements,3
Pujaut,2013,1816,Appartements,134
Quissac,2013,1567,Appartements,458
Redessan,2013,1579,Appartements,200
Remoulins,2013,1218,Appartements,436
Revens,2013,44,Appartements,3
Ribaute-les-Tavernes,2013,927,Appartements,117
Rivières,2013,247,Appartements,37
Robiac-Rochessadoule,2013,732,Appartements,252
Rochefort-du-Gard,2013,3064,Appartements,282
Rochegude,2013,197,Appartements,9
Rogues,2013,94,Appartements,1
Roquedur,2013,138,Appartements,7
Roquemaure,2013,2737,Appartements,775
La Roque-sur-Cèze,2013,164,Appartements,8
Rousson,2013,1723,Appartements,97
La Rouvière,2013,310,Appartements,65
Sabran,2013,968,Appartements,63
Saint-Alexandre,2013,537,Appartements,49
Saint-Ambroix,2013,2131,Appartements,826
Sainte-Anastasie,2013,819,Appartements,41
Saint-André-de-Majencoules,2013,600,Appartements,67
Saint-André-de-Roquepertuis,2013,400,Appartements,18
Saint-André-de-Valborgne,2013,579,Appartements,70
Saint-André-d'Olérargues,2013,246,Appartements,16
Saint-Bauzély,2013,239,Appartements,26
Saint-Bénézet,2013,129,Appartements,8
Saint-Bonnet-du-Gard,2013,383,Appartements,31
Saint-Bonnet-de-Salendrinque,2013,80,Appartements,18
Saint-Brès,2013,440,Appartements,46
Saint-Bresson,2013,74,Appartements,13
Sainte-Cécile-d'Andorge,2013,394,Appartements,61
Saint-Césaire-de-Gauzignan,2013,202,Appartements,28
Saint-Chaptes,2013,806,Appartements,129
Saint-Christol-de-Rodières,2013,127,Appartements,12
Saint-Christol-lez-Alès,2013,3154,Appartements,517
Saint-Clément,2013,160,Appartements,6
Saint-Côme-et-Maruéjols,2013,353,Appartements,49
Sainte-Croix-de-Caderle,2013,94,Appartements,11
Saint-Denis,2013,196,Appartements,18
Saint-Dézéry,2013,196,Appartements,5
Saint-Dionisy,2013,417,Appartements,34
Saint-Étienne-de-l'Olm,2013,175,Appartements,1
Saint-Étienne-des-Sorts,2013,305,Appartements,75
Saint-Félix-de-Pallières,2013,186,Appartements,9
Saint-Florent-sur-Auzonnet,2013,835,Appartements,289
Saint-Geniès-de-Comolas,2013,835,Appartements,93
Saint-Geniès-de-Malgoirès,2013,1322,Appartements,318
Saint-Gervais,2013,378,Appartements,12
Saint-Gervasy,2013,715,Appartements,58
Saint-Gilles,2013,6360,Appartements,1989
Saint-Hilaire-de-Brethmas,2013,1961,Appartements,209
Saint-Hilaire-d'Ozilhan,2013,478,Appartements,18
Saint-Hippolyte-de-Caton,2013,111,Appartements,5
Saint-Hippolyte-de-Montaigu,2013,152,Appartements,5
Saint-Hippolyte-du-Fort,2013,2312,Appartements,833
Saint-Jean-de-Ceyrargues,2013,96,Appartements,5
Saint-Jean-de-Crieulon,2013,128,Appartements,5
Saint-Jean-de-Maruéjols-et-Avéjan,2013,664,Appartements,100
Saint-Jean-de-Serres,2013,280,Appartements,20
Saint-Jean-de-Valériscle,2013,434,Appartements,112
Saint-Jean-du-Gard,2013,1878,Appartements,766
Saint-Jean-du-Pin,2013,685,Appartements,77
Saint-Julien-de-Cassagnas,2013,348,Appartements,51
Saint-Julien-de-la-Nef,2013,120,Appartements,9
Saint-Julien-de-Peyrolas,2013,704,Appartements,50
Saint-Julien-les-Rosiers,2013,1437,Appartements,128
Saint-Just-et-Vacquières,2013,152,Appartements,3
Saint-Laurent-d'Aigouze,2013,1872,Appartements,318
Saint-Laurent-de-Carnols,2013,263,Appartements,10
Saint-Laurent-des-Arbres,2013,1160,Appartements,111
Saint-Laurent-la-Vernède,2013,431,Appartements,19
Saint-Laurent-le-Minier,2013,345,Appartements,19
Saint-Mamert-du-Gard,2013,667,Appartements,66
Saint-Marcel-de-Careiret,2013,417,Appartements,16
Saint-Martial,2013,248,Appartements,7
Saint-Martin-de-Valgalgues,2013,2075,Appartements,523
Saint-Maurice-de-Cazevieille,2013,371,Appartements,40
Saint-Maximin,2013,445,Appartements,21
Saint-Michel-d'Euzet,2013,373,Appartements,23
Saint-Nazaire,2013,588,Appartements,193
Saint-Nazaire-des-Gardies,2013,45,Appartements,11
Saint-Paulet-de-Caisson,2013,941,Appartements,80
Saint-Paul-la-Coste,2013,264,Appartements,9
Saint-Pons-la-Calm,2013,211,Appartements,18
Saint-Privat-de-Champclos,2013,244,Appartements,17
Saint-Privat-des-Vieux,2013,2296,Appartements,225
Saint-Quentin-la-Poterie,2013,1637,Appartements,144
Saint-Roman-de-Codières,2013,185,Appartements,6
Saint-Sauveur-Camprieu,2013,597,Appartements,24
Saint-Sébastien-d'Aigrefeuille,2013,337,Appartements,18
Saint-Siffret,2013,693,Appartements,18
Saint-Théodorit,2013,241,Appartements,36
Saint-Victor-des-Oules,2013,185,Appartements,7
Saint-Victor-la-Coste,2013,942,Appartements,57
Saint-Victor-de-Malcap,2013,484,Appartements,39
Salazac,2013,151,Appartements,5
Salindres,2013,1607,Appartements,399
Salinelles,2013,273,Appartements,25
Les Salles-du-Gardon,2013,1411,Appartements,568
Sanilhac-Sagriès,2013,492,Appartements,60
Sardan,2013,165,Appartements,19
Saumane,2013,262,Appartements,49
Sauve,2013,1383,Appartements,518
Sauveterre,2013,848,Appartements,87
Sauzet,2013,324,Appartements,32
Savignargues,2013,121,Appartements,10
Saze,2013,874,Appartements,96
Sénéchas,2013,284,Appartements,10
Sernhac,2013,845,Appartements,103
Servas,2013,109,Appartements,5
Serviers-et-Labaume,2013,300,Appartements,16
Seynes,2013,110,Appartements,11
Sommières,2013,2450,Appartements,1113
Soudorgues,2013,202,Appartements,11
Soustelle,2013,125,Appartements,8
Souvignargues,2013,426,Appartements,21
Sumène,2013,1226,Appartements,329
Tavel,2013,901,Appartements,140
Tharaux,2013,57,Appartements,1
Théziers,2013,498,Appartements,39
Thoiras,2013,278,Appartements,27
Tornac,2013,529,Appartements,82
Tresques,2013,842,Appartements,82
Trèves,2013,140,Appartements,20
Uchaud,2013,1874,Appartements,388
